Date Time Hour Beginning,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout
2022-03-26 02:00:00 AM,47043.0,6769.217,12123.286,465.327,12588,613,729.0
2022-03-26 03:00:00 AM,47043.0,6957.0,11861.375,465.327,12326,702,729.0
2022-03-26 04:00:00 AM,47043.0,6957.0,11800.952,531.827,12332,779,729.0
2022-03-26 05:00:00 AM,47043.0,6957.0,11753.985,535.327,12289,312,728.0
2022-03-26 06:00:00 AM,47043.0,6957.0,11562.615,535.327,12097,942,730.0
2022-03-26 07:00:00 AM,47043.0,6957.0,12012.921,527.257,12540,178,730.0
2022-03-26 08:00:00 AM,47043.0,6957.0,12023.388,517.695,12541,083,729.0
2022-03-26 09:00:00 AM,47043.0,6957.0,11394.037,515.195,11909,232,729.0
2022-03-26 10:00:00 AM,47043.0,6957.0,11461.48,515.195,11976,675,728.0
2022-03-26 11:00:00 AM,47043.0,6957.0,11471.545,515.195,11986,74,727.0
2022-03-26 12:00:00 PM,47043.0,6957.0,11471.499,515.195,11986,694,727.0
2022-03-26 01:00:00 PM,47043.0,6957.0,11525.178,515.195,12040,373,726.0
2022-03-26 02:00:00 PM,47043.0,6957.0,11585.426,515.195,12100,621,727.0
2022-03-26 03:00:00 PM,47043.0,6957.0,11269.271,515.195,11784,466,727.0
2022-03-26 04:00:00 PM,47043.0,6860.25,11281.531,515.195,11796,726,725.0
2022-03-26 05:00:00 PM,47043.0,6822.0,11128.241,516.078,11644,319,726.0
2022-03-26 06:00:00 PM,47043.0,6822.0,11386.645,552.876,11939,521,726.0
2022-03-26 07:00:00 PM,47043.0,6822.0,11420.514,569.676,11990,19,726.0
2022-03-26 08:00:00 PM,47043.0,6822.0,11437.135,569.676,12006,811,727.0
2022-03-26 09:00:00 PM,47043.0,7054.333,11485.025,569.676,12054,701,728.0
2022-03-26 10:00:00 PM,47043.0,7405.333,11540.345,569.676,12110,021,728.0
2022-03-26 11:00:00 PM,47043.0,7242.0,11483.591,569.676,12053,267,729.0
2022-03-27 12:00:00 AM,47043.0,7534.65,11470.653,555.676,12026,329,728.0
2022-03-27 01:00:00 AM,47043.0,7543.0,11328.995,541.676,11870,671,728.0
2022-03-27 02:00:00 AM,47043.0,7588.0,11147.537,541.676,11689,213,729.0
2022-03-27 03:00:00 AM,47043.0,7678.0,11094.863,541.676,11636,539,729.0
2022-03-27 04:00:00 AM,47043.0,8002.583,10963.907,493.843,11457,75,728.0
2022-03-27 05:00:00 AM,47043.0,8153.0,10780.249,471.676,11251,925,728.0
2022-03-27 06:00:00 AM,47043.0,8153.0,10854.716,471.676,11326,392,729.0
2022-03-27 07:00:00 AM,47043.0,8153.0,11023.437,471.676,11495,113,730.0
2022-03-27 08:00:00 AM,47043.0,8153.0,10967.526,456.796,11424,322,729.0
2022-03-27 09:00:00 AM,47043.0,8153.0,10735.705,454.507,11190,212,728.0
2022-03-27 10:00:00 AM,47043.0,8153.0,10806.735,454.507,11261,242,728.0
2022-03-27 11:00:00 AM,47043.0,8153.0,10869.13,454.507,11323,637,727.0
2022-03-27 12:00:00 PM,47043.0,8153.0,10862.737,454.507,11317,244,727.0
2022-03-27 01:00:00 PM,47043.0,8153.0,10867.224,454.507,11321,731,727.0
2022-03-27 02:00:00 PM,47043.0,8069.0,10862.369,454.507,11316,876,726.0
2022-03-27 03:00:00 PM,47043.0,7703.0,10855.477,454.507,11309,984,725.0
2022-03-27 04:00:00 PM,47043.0,7658.0,10822.104,454.507,11276,611,725.0
2022-03-27 05:00:00 PM,47043.0,7558.0,10798.697,454.507,11253,204,725.0
2022-03-27 06:00:00 PM,47043.0,7294.0,11256.223,589.874,11846,096,725.0
2022-03-27 07:00:00 PM,47043.0,7198.0,11791.951,688.734,12480,685,725.0
2022-03-27 08:00:00 PM,47043.0,7198.0,12163.68,688.734,12852,414,726.0
2022-03-27 09:00:00 PM,47043.0,7198.0,12459.839,688.734,13148,573,726.0
2022-03-27 10:00:00 PM,47043.0,7198.0,11981.45,688.734,12670,184,727.0
2022-03-27 11:00:00 PM,47043.0,7198.0,11714.978,688.734,12403,712,728.0
2022-03-28 12:00:00 AM,47043.0,6953.0,11796.119,536.967,12333,086,728.0
2022-03-28 01:00:00 AM,47043.0,6937.0,11599.094,482.734,12081,828,728.0
2022-03-28 02:00:00 AM,47043.0,6937.0,11451.866,482.734,11934,6,729.0
2022-03-28 03:00:00 AM,47043.0,6878.667,11306.243,482.734,11788,977,728.0
2022-03-28 04:00:00 AM,47043.0,6762.0,11184.28,503.501,11687,781,728.0
2022-03-28 05:00:00 AM,47043.0,6762.0,11559.201,571.734,12130,935,728.0
2022-03-28 06:00:00 AM,47043.0,6686.167,11881.72,541.591,12423,311,728.0
2022-03-28 07:00:00 AM,47043.0,6647.45,11796.654,530.301,12326,955,729.0
2022-03-28 08:00:00 AM,47043.0,6680.0,11388.298,511.851,11900,149,729.0
2022-03-28 09:00:00 AM,47043.0,6680.0,11426.787,511.851,11938,638,728.0
2022-03-28 10:00:00 AM,47043.0,6680.0,11645.987,511.502,12157,489,727.0
2022-03-28 11:00:00 AM,47043.0,6680.0,11651.075,504.867,12155,942,727.0
2022-03-28 12:00:00 PM,47043.0,6680.0,11411.943,504.867,11916,81,727.0
2022-03-28 01:00:00 PM,47043.0,6680.0,11538.989,504.867,12043,856,726.0
2022-03-28 02:00:00 PM,47043.0,6619.55,11673.043,504.867,12177,91,726.0
2022-03-28 03:00:00 PM,47043.0,6587.0,11957.132,509.329,12466,461,726.0
2022-03-28 04:00:00 PM,47043.0,6587.0,11866.98,520.56,12387,54,725.0
2022-03-28 05:00:00 PM,47043.0,6587.0,11509.642,571.26,12080,901,725.0
2022-03-28 06:00:00 PM,47043.0,6587.0,10967.89,631.101,11598,99,726.0
2022-03-28 07:00:00 PM,47043.0,6587.0,10684.11,631.687,11315,797,589.0
2022-03-28 08:00:00 PM,47043.0,6587.0,10468.513,631.687,11100,2,546.0
2022-03-28 09:00:00 PM,47043.0,6416.0,10430.697,634.977,11065,674,547.0
2022-03-28 10:00:00 PM,47043.0,6476.067,10342.423,638.737,10981,16,549.0
2022-03-28 11:00:00 PM,47043.0,6990.0,10498.333,638.737,11137,07,549.0
2022-03-29 12:00:00 AM,47043.0,6990.0,11209.621,638.737,11848,358,549.0
2022-03-29 01:00:00 AM,47043.0,6990.0,11415.776,559.87,11975,647,549.0
2022-03-29 02:00:00 AM,47043.0,6990.0,11685.794,456.737,12142,531,549.0
2022-03-29 03:00:00 AM,47043.0,6990.0,11671.29,456.032,12127,322,549.0
2022-03-29 04:00:00 AM,47043.0,6990.0,11759.538,449.687,12209,225,550.0
2022-03-29 05:00:00 AM,47043.0,6990.0,11696.228,449.687,12145,915,576.0
2022-03-29 06:00:00 AM,47043.0,6990.0,11968.414,449.687,12418,101,585.0
2022-03-29 07:00:00 AM,47043.0,6990.0,11747.401,449.687,12197,088,585.0
2022-03-29 08:00:00 AM,47043.0,6820.15,11803.572,449.687,12253,259,584.0
2022-03-29 09:00:00 AM,47043.0,6753.0,11717.383,494.137,12211,52,584.0
2022-03-29 10:00:00 AM,47043.0,6753.0,11725.355,576.687,12302,042,584.0
2022-03-29 11:00:00 AM,47043.0,6753.0,11715.35,553.287,12268,637,583.0
2022-03-29 12:00:00 PM,47043.0,6582.433,11992.686,522.687,12515,373,582.0
2022-03-29 01:00:00 PM,47043.0,6515.0,12069.777,522.687,12592,464,582.0
2022-03-29 02:00:00 PM,47043.0,6515.0,12121.186,522.687,12643,873,582.0
2022-03-29 03:00:00 PM,47043.0,6515.0,12100.312,528.42,12628,732,586.0
2022-03-29 04:00:00 PM,47043.0,6515.0,12043.97,740.507,12784,477,584.0
2022-03-29 05:00:00 PM,47043.0,6515.0,11989.29,759.507,12748,797,585.0
2022-03-29 06:00:00 PM,47043.0,6515.0,11750.726,770.958,12521,683,586.0
2022-03-29 07:00:00 PM,47043.0,6515.0,11333.2,823.343,12156,543,585.0
2022-03-29 08:00:00 PM,47043.0,6515.0,11495.875,823.343,12319,218,585.0
2022-03-29 09:00:00 PM,47043.0,6515.0,11485.663,823.343,12309,006,550.0
2022-03-29 10:00:00 PM,47043.0,6515.0,11485.917,733.976,12219,893,548.0
2022-03-29 11:00:00 PM,47043.0,6515.0,11454.991,676.41,12131,401,547.0
2022-03-30 12:00:00 AM,47043.0,6515.0,11576.348,687.343,12263,691,548.0
2022-03-30 01:00:00 AM,47043.0,6515.0,11479.41,515.393,11994,803,549.0
2022-03-30 02:00:00 AM,47043.0,6515.0,11433.811,479.343,11913,154,549.0
2022-03-30 03:00:00 AM,47043.0,6515.0,11392.554,479.343,11871,897,550.0
2022-03-30 04:00:00 AM,47043.0,6515.0,11313.678,479.343,11793,021,549.0
2022-03-30 05:00:00 AM,47043.0,6515.0,11116.36,505.343,11621,703,549.0
2022-03-30 06:00:00 AM,47043.0,6515.0,11138.642,580.343,11718,985,549.0
2022-03-30 07:00:00 AM,47043.0,6515.0,11187.884,549.543,11737,427,452.0
2022-03-30 08:00:00 AM,47043.0,6515.0,12189.376,524.343,12713,719,453.0
2022-03-30 09:00:00 AM,47043.0,6515.0,12291.426,560.343,12851,769,456.0
2022-03-30 10:00:00 AM,47043.0,6515.0,12017.956,586.393,12604,349,456.0
2022-03-30 11:00:00 AM,47043.0,6515.0,12347.323,610.61,12957,933,456.0
2022-03-30 12:00:00 PM,47043.0,6515.0,12726.964,664.51,13391,473,454.0
2022-03-30 01:00:00 PM,47043.0,6515.0,13033.054,738.343,13771,397,455.0
2022-03-30 02:00:00 PM,47043.0,6515.0,13002.135,788.093,13790,228,456.0
2022-03-30 03:00:00 PM,47043.0,6515.0,12984.632,840.196,13824,828,454.0
2022-03-30 04:00:00 PM,47043.0,6515.0,12824.951,878.372,13703,323,454.0
2022-03-30 05:00:00 PM,47043.0,6515.0,12121.323,924.429,13045,752,453.0
2022-03-30 06:00:00 PM,47043.0,6515.0,11975.126,970.838,12945,964,536.0
2022-03-30 07:00:00 PM,47043.0,6515.0,11994.35,904.753,12899,103,542.0
2022-03-30 08:00:00 PM,47043.0,6515.0,11969.666,882.581,12852,247,542.0
2022-03-30 09:00:00 PM,47043.0,6515.0,11893.591,870.014,12763,606,540.0
2022-03-30 10:00:00 PM,47043.0,6515.0,11876.005,799.581,12675,586,545.0
2022-03-30 11:00:00 PM,47043.0,6515.0,11989.394,799.581,12788,975,545.0
2022-03-31 12:00:00 AM,47043.0,6515.0,12160.565,712.398,12872,963,542.0
2022-03-31 01:00:00 AM,47043.0,6515.0,12140.936,684.431,12825,367,546.0
2022-03-31 02:00:00 AM,47043.0,6515.0,12041.813,632.248,12674,06,545.0
2022-03-31 03:00:00 AM,47043.0,6515.0,12036.895,624.181,12661,076,549.0
2022-03-31 04:00:00 AM,47043.0,6515.0,12121.767,658.581,12780,348,550.0
2022-03-31 05:00:00 AM,47043.0,6515.0,11848.602,648.198,12496,799,550.0
2022-03-31 06:00:00 AM,47043.0,6515.0,11885.852,663.669,12549,521,553.0
2022-03-31 07:00:00 AM,47043.0,6515.0,12186.001,650.228,12836,229,584.0
2022-03-31 08:00:00 AM,47043.0,6515.0,12082.434,632.211,12714,645,584.0
2022-03-31 09:00:00 AM,47043.0,6515.0,12290.751,639.211,12929,962,584.0
2022-03-31 10:00:00 AM,47043.0,6515.0,12178.687,647.211,12825,898,583.0
2022-03-31 11:00:00 AM,47043.0,6515.0,12004.305,723.428,12727,733,582.0
2022-03-31 12:00:00 PM,47043.0,6564.083,11905.33,848.211,12753,541,582.0
2022-03-31 01:00:00 PM,47043.0,6610.0,11937.153,868.144,12805,297,581.0
2022-03-31 02:00:00 PM,47043.0,6610.0,11759.408,896.211,12655,619,581.0
2022-03-31 03:00:00 PM,47043.0,6610.0,11629.198,961.011,12590,209,581.0
2022-03-31 04:00:00 PM,47043.0,6610.0,11504.48,1058.211,12562,691,580.0
2022-03-31 05:00:00 PM,47043.0,6610.0,11443.115,1048.211,12491,326,583.0
2022-03-31 06:00:00 PM,47043.0,6610.0,11503.557,1000.911,12504,468,590.0
2022-03-31 07:00:00 PM,47043.0,6560.917,11573.112,946.511,12519,623,588.0
2022-03-31 08:00:00 PM,47043.0,6515.0,11725.07,880.211,12605,281,588.0
2022-03-31 09:00:00 PM,47043.0,6515.0,11500.278,880.211,12380,489,587.0
2022-03-31 10:00:00 PM,47043.0,5988.5,11890.561,840.078,12730,638,590.0
2022-03-31 11:00:00 PM,47043.0,5930.0,12008.36,705.063,12713,423,587.0
2022-04-01 12:00:00 AM,46797.0,6278.0,12114.285,526.75,12641,035,594.0
2022-04-01 01:00:00 AM,46797.0,6650.0,12540.067,500.05,13040,117,590.0
2022-04-01 02:00:00 AM,46797.0,6650.0,12216.002,454.367,12670,369,586.0
2022-04-01 03:00:00 AM,46797.0,6650.0,12014.73,435.093,12449,824,588.0
2022-04-01 04:00:00 AM,46797.0,6650.0,12084.47,436.278,12520,748,595.0
2022-04-01 05:00:00 AM,46797.0,6650.0,11976.01,425.523,12401,533,593.0
2022-04-01 06:00:00 AM,46797.0,6650.0,11983.547,403.728,12387,275,592.0
2022-04-01 07:00:00 AM,46797.0,6650.0,11957.902,403.728,12361,63,596.0
2022-04-01 08:00:00 AM,46797.0,6650.0,11770.628,389.545,12160,172,593.0
2022-04-01 09:00:00 AM,46797.0,6650.0,11466.924,378.728,11845,652,593.0
2022-04-01 10:00:00 AM,46797.0,6650.0,11373.842,448.278,11822,12,592.0
2022-04-01 11:00:00 AM,46797.0,6650.0,11528.455,456.728,11985,183,591.0
2022-04-01 12:00:00 PM,46797.0,6650.0,11848.041,503.195,12351,236,594.0
2022-04-01 01:00:00 PM,46797.0,6650.0,11961.053,541.815,12502,868,589.0
2022-04-01 02:00:00 PM,46797.0,6650.0,12139.749,644.281,12784,031,590.0
2022-04-01 03:00:00 PM,46797.0,6650.0,12074.733,647.448,12722,181,590.0
2022-04-01 04:00:00 PM,46797.0,6650.0,11861.286,663.698,12524,985,591.0
2022-04-01 05:00:00 PM,46797.0,6650.0,11442.99,722.448,12165,438,587.0
2022-04-01 06:00:00 PM,46797.0,6650.0,11119.728,722.448,11842,176,588.0
2022-04-01 07:00:00 PM,46797.0,6650.0,11139.713,616.76,11756,473,590.0
2022-04-01 08:00:00 PM,46797.0,6650.0,11198.458,618.588,11817,046,592.0
2022-04-01 09:00:00 PM,46797.0,6650.0,11515.141,621.66,12136,801,590.0
2022-04-01 10:00:00 PM,46797.0,6650.0,11726.823,604.16,12330,983,593.0
2022-04-01 11:00:00 PM,46797.0,6650.0,11581.801,571.982,12153,784,589.0
2022-04-02 12:00:00 AM,46797.0,6650.0,11239.027,585.739,11824,766,591.0
2022-04-02 01:00:00 AM,46797.0,6735.5,11218.293,574.489,11792,782,591.0
2022-04-02 02:00:00 AM,46797.0,6840.0,11048.225,560.739,11608,964,592.0
2022-04-02 03:00:00 AM,46797.0,6840.0,10782.225,370.072,11152,297,591.0
2022-04-02 04:00:00 AM,46797.0,6840.0,11133.371,319.585,11452,955,595.0
2022-04-02 05:00:00 AM,46797.0,6840.0,11260.433,275.644,11536,077,586.0
2022-04-02 06:00:00 AM,46797.0,6840.0,11249.502,275.644,11525,146,594.0
2022-04-02 07:00:00 AM,46797.0,6840.0,11203.094,275.644,11478,738,596.0
2022-04-02 08:00:00 AM,46797.0,6840.0,11245.747,275.644,11521,391,595.0
2022-04-02 09:00:00 AM,46797.0,6840.0,11265.206,275.728,11540,934,594.0
2022-04-02 10:00:00 AM,46797.0,6840.0,11431.194,280.684,11711,878,593.0
2022-04-02 11:00:00 AM,46797.0,6840.0,11951.336,327.017,12278,353,589.0
2022-04-02 12:00:00 PM,46797.0,6840.0,11793.125,556.133,12349,257,593.0
2022-04-02 01:00:00 PM,46797.0,6840.0,11736.318,768.913,12505,231,591.0
2022-04-02 02:00:00 PM,46797.0,6840.0,11996.143,818.837,12814,98,593.0
2022-04-02 03:00:00 PM,46797.0,6768.467,11991.343,818.837,12810,18,591.0
2022-04-02 04:00:00 PM,46797.0,6692.0,12070.328,839.087,12909,415,592.0
2022-04-02 05:00:00 PM,46797.0,6692.0,12155.786,845.837,13001,623,595.0
2022-04-02 06:00:00 PM,46797.0,6692.0,12662.261,845.837,13508,098,591.0
2022-04-02 07:00:00 PM,46797.0,6692.0,12735.45,825.187,13560,637,592.0
2022-04-02 08:00:00 PM,46797.0,6692.0,12874.686,805.337,13680,023,591.0
2022-04-02 09:00:00 PM,46797.0,6692.0,12918.709,798.837,13717,546,591.0
2022-04-02 10:00:00 PM,46797.0,6692.0,12944.009,798.837,13742,846,591.0
2022-04-02 11:00:00 PM,46797.0,7097.333,12946.584,745.17,13691,755,590.0
2022-04-03 12:00:00 AM,46797.0,7075.333,12816.207,644.27,13460,477,585.0
2022-04-03 01:00:00 AM,46797.0,7037.333,12722.131,612.837,13334,968,594.0
2022-04-03 02:00:00 AM,46797.0,6792.0,12739.028,612.837,13351,865,589.0
2022-04-03 03:00:00 AM,46797.0,6792.0,12769.639,582.837,13352,476,592.0
2022-04-03 04:00:00 AM,46797.0,6792.0,12797.28,575.554,13372,834,594.0
2022-04-03 05:00:00 AM,46797.0,6792.0,12978.22,525.697,13503,917,595.0
2022-04-03 06:00:00 AM,46797.0,6792.0,13066.176,491.557,13557,733,589.0
2022-04-03 07:00:00 AM,46797.0,6792.0,13005.021,491.557,13496,578,595.0
2022-04-03 08:00:00 AM,46797.0,6792.0,12987.47,454.84,13442,311,596.0
2022-04-03 09:00:00 AM,46797.0,6792.0,12860.411,391.224,13251,634,594.0
2022-04-03 10:00:00 AM,46797.0,6792.0,12705.216,480.39,13185,607,595.0
2022-04-03 11:00:00 AM,46797.0,6792.0,12718.631,571.557,13290,188,596.0
2022-04-03 12:00:00 PM,46797.0,6792.0,12733.186,792.874,13526,06,594.0
2022-04-03 01:00:00 PM,46797.0,6792.0,12768.633,1044.407,13813,04,594.0
2022-04-03 02:00:00 PM,46797.0,6792.0,12785.603,1153.024,13938,627,596.0
2022-04-03 03:00:00 PM,46797.0,6792.0,12555.856,1282.874,13838,73,594.0
2022-04-03 04:00:00 PM,46797.0,6792.0,12573.079,1243.674,13816,753,596.0
2022-04-03 05:00:00 PM,46797.0,6792.0,12549.561,950.695,13500,256,601.0
2022-04-03 06:00:00 PM,46797.0,6792.0,12452.18,1012.484,13464,665,598.0
2022-04-03 07:00:00 PM,46797.0,6582.0,12568.384,843.501,13411,885,596.0
2022-04-03 08:00:00 PM,46797.0,6432.0,13161.703,519.101,13680,804,585.0
2022-04-03 09:00:00 PM,46797.0,6432.0,13287.865,513.301,13801,166,594.0
2022-04-03 10:00:00 PM,46797.0,6375.333,13327.282,384.101,13711,383,594.0
2022-04-03 11:00:00 PM,46797.0,6332.0,13418.345,368.561,13786,906,590.0
2022-04-04 12:00:00 AM,46797.0,6332.0,13472.366,350.107,13822,474,590.0
2022-04-04 01:00:00 AM,46797.0,6122.0,13535.404,322.874,13858,278,593.0
2022-04-04 02:00:00 AM,46797.0,5972.0,13488.346,322.874,13811,22,591.0
2022-04-04 03:00:00 AM,46797.0,6035.483,12981.115,322.874,13303,989,567.0
2022-04-04 04:00:00 AM,46797.0,6265.0,12794.788,322.874,13117,662,593.0
2022-04-04 05:00:00 AM,46797.0,6265.0,12654.451,322.874,12977,325,595.0
2022-04-04 06:00:00 AM,46797.0,6201.517,12515.085,333.088,12848,173,592.0
2022-04-04 07:00:00 AM,46797.0,5972.0,12754.763,316.99,13071,753,591.0
2022-04-04 08:00:00 AM,46797.0,5972.0,12448.543,312.223,12760,766,503.0
2022-04-04 09:00:00 AM,46797.0,5972.0,12379.209,312.223,12691,432,503.0
2022-04-04 10:00:00 AM,46797.0,5972.0,12313.149,312.223,12625,372,503.0
2022-04-04 11:00:00 AM,46797.0,5972.0,12300.52,302.989,12603,508,504.0
2022-04-04 12:00:00 PM,46797.0,5972.0,12371.854,295.927,12667,781,503.0
2022-04-04 01:00:00 PM,46797.0,5972.0,12666.055,295.927,12961,982,503.0
2022-04-04 02:00:00 PM,46797.0,5972.0,12682.899,295.927,12978,826,501.0
2022-04-04 03:00:00 PM,46797.0,5972.0,12573.759,295.927,12869,686,503.0
2022-04-04 04:00:00 PM,46797.0,5972.0,12638.231,295.927,12934,158,535.0
2022-04-04 05:00:00 PM,46797.0,5900.75,11899.025,391.58,12290,605,595.0
2022-04-04 06:00:00 PM,46797.0,5877.0,11605.133,463.895,12069,028,597.0
2022-04-04 07:00:00 PM,46797.0,5877.0,11596.377,420.812,12017,188,586.0
2022-04-04 08:00:00 PM,46797.0,5877.0,11563.139,408.895,11972,034,590.0
2022-04-04 09:00:00 PM,46797.0,5877.0,11667.083,408.895,12075,978,579.0
2022-04-04 10:00:00 PM,46797.0,5877.0,11632.118,408.895,12041,013,590.0
2022-04-04 11:00:00 PM,46797.0,5877.0,11332.825,408.895,11741,72,591.0
2022-04-05 12:00:00 AM,46797.0,5805.75,11402.222,408.895,11811,117,592.0
2022-04-05 01:00:00 AM,46797.0,5782.0,11430.55,348.228,11778,778,593.0
2022-04-05 02:00:00 AM,46797.0,5782.0,11385.885,343.895,11729,78,592.0
2022-04-05 03:00:00 AM,46797.0,5782.0,11402.808,343.895,11746,703,576.0
2022-04-05 04:00:00 AM,46797.0,5782.0,11427.326,343.895,11771,221,600.0
2022-04-05 05:00:00 AM,46797.0,5782.0,11676.873,341.93,12018,803,601.0
2022-04-05 06:00:00 AM,46797.0,5911.85,11809.989,376.511,12186,499,587.0
2022-04-05 07:00:00 AM,46797.0,5929.0,12098.339,385.844,12484,183,589.0
2022-04-05 08:00:00 AM,46797.0,5929.0,12120.668,405.764,12526,432,590.0
2022-04-05 09:00:00 AM,46797.0,5929.0,12201.68,415.284,12616,964,581.0
2022-04-05 10:00:00 AM,46797.0,5929.0,12177.172,415.284,12592,456,581.0
2022-04-05 11:00:00 AM,46797.0,5929.0,12192.748,415.284,12608,032,586.0
2022-04-05 12:00:00 PM,46797.0,5929.0,12147.578,415.284,12562,862,588.0
2022-04-05 01:00:00 PM,46797.0,5929.0,12178.223,448.784,12627,007,572.0
2022-04-05 02:00:00 PM,46797.0,5929.0,12615.224,498.435,13113,658,546.0
2022-04-05 03:00:00 PM,46797.0,5929.0,12649.465,508.474,13157,939,545.0
2022-04-05 04:00:00 PM,46797.0,5929.0,12687.61,508.474,13196,084,545.0
2022-04-05 05:00:00 PM,46797.0,5929.0,12811.119,568.599,13379,718,544.0
2022-04-05 06:00:00 PM,46797.0,5929.0,12790.72,811.151,13601,87,546.0
2022-04-05 07:00:00 PM,46797.0,5929.0,13030.648,743.072,13773,72,542.0
2022-04-05 08:00:00 PM,46797.0,5929.0,13065.339,736.739,13802,078,542.0
2022-04-05 09:00:00 PM,46797.0,5929.0,13380.603,736.739,14117,342,536.0
2022-04-05 10:00:00 PM,46797.0,5929.0,13387.802,715.072,14102,874,547.0
2022-04-05 11:00:00 PM,46797.0,5929.0,13275.622,532.389,13808,011,544.0
2022-04-06 12:00:00 AM,46797.0,5929.0,13068.91,341.739,13410,649,535.0
2022-04-06 01:00:00 AM,46797.0,5929.0,13037.978,341.739,13379,717,520.0
2022-04-06 02:00:00 AM,46797.0,5929.0,12686.755,341.739,13028,494,521.0
2022-04-06 03:00:00 AM,46797.0,5929.0,12564.329,341.739,12906,068,521.0
2022-04-06 04:00:00 AM,46797.0,5929.0,12579.179,341.739,12920,918,549.0
2022-04-06 05:00:00 AM,46797.0,5929.0,12530.143,493.239,13023,382,551.0
2022-04-06 06:00:00 AM,46797.0,5929.0,12711.336,548.039,13259,375,544.0
2022-04-06 07:00:00 AM,46797.0,5929.0,12694.474,559.739,13254,213,545.0
2022-04-06 08:00:00 AM,46797.0,5929.0,12734.914,559.739,13294,653,541.0
2022-04-06 09:00:00 AM,46797.0,5929.0,12803.739,559.739,13363,478,544.0
2022-04-06 10:00:00 AM,46797.0,5929.0,13109.928,570.989,13680,917,545.0
2022-04-06 11:00:00 AM,46797.0,5929.0,13381.4,586.739,13968,139,541.0
2022-04-06 12:00:00 PM,46797.0,5929.0,13423.55,586.739,14010,289,541.0
2022-04-06 01:00:00 PM,46797.0,5945.07,13502.653,635.739,14138,392,541.0
2022-04-06 02:00:00 PM,46797.0,5989.261,13720.216,750.072,14470,289,539.0
2022-04-06 03:00:00 PM,46797.0,5961.139,13847.559,985.172,14832,731,540.0
2022-04-06 04:00:00 PM,46797.0,5929.0,13516.898,1019.739,14536,637,537.0
2022-04-06 05:00:00 PM,46797.0,5929.0,13300.822,842.747,14143,569,542.0
2022-04-06 06:00:00 PM,46797.0,5929.0,13178.581,752.096,13930,677,548.0
2022-04-06 07:00:00 PM,46797.0,5929.0,13193.299,746.774,13940,073,539.0
2022-04-06 08:00:00 PM,46797.0,5929.0,13336.802,766.764,14103,566,540.0
2022-04-06 09:00:00 PM,46797.0,5929.0,13606.141,727.911,14334,052,541.0
2022-04-06 10:00:00 PM,46797.0,5929.0,13985.829,635.716,14621,545,545.0
2022-04-06 11:00:00 PM,46797.0,5929.0,13763.257,583.948,14347,205,545.0
2022-04-07 12:00:00 AM,46797.0,5804.417,13691.561,571.031,14262,592,543.0
2022-04-07 01:00:00 AM,46797.0,5354.0,14119.279,538.733,14658,012,547.0
2022-04-07 02:00:00 AM,46797.0,5354.0,14105.524,377.244,14482,768,539.0
2022-04-07 03:00:00 AM,46797.0,5354.0,14043.577,377.244,14420,821,547.0
2022-04-07 04:00:00 AM,46797.0,5354.0,13745.68,382.882,14128,563,557.0
2022-04-07 05:00:00 AM,46797.0,5354.0,13675.428,422.78,14098,208,554.0
2022-04-07 06:00:00 AM,46797.0,5354.0,13608.608,415.548,14024,156,547.0
2022-04-07 07:00:00 AM,46797.0,5354.0,13465.693,471.452,13937,145,545.0
2022-04-07 08:00:00 AM,46797.0,5354.0,13365.978,544.023,13910,659.0
2022-04-07 09:00:00 AM,46797.0,5364.988,13376.226,599.439,13975,665,713.0
2022-04-07 10:00:00 AM,46797.0,5413.933,13536.93,648.85,14185,78,713.0
2022-04-07 11:00:00 AM,46797.0,5413.933,13516.066,714.633,14230,699,598.0
2022-04-07 12:00:00 PM,46797.0,5413.933,13336.919,792.45,14129,369,583.0
2022-04-07 01:00:00 PM,46797.0,5413.933,13204.694,812.45,14017,144,582.0
2022-04-07 02:00:00 PM,46797.0,5413.933,13191.599,850.988,14042,588,590.0
2022-04-07 03:00:00 PM,46797.0,5413.933,13327.662,938.491,14266,154,590.0
2022-04-07 04:00:00 PM,46797.0,5361.991,13335.221,913.846,14249,066,716.0
2022-04-07 05:00:00 PM,46797.0,5354.0,12652.415,1004.837,13657,252,723.0
2022-04-07 06:00:00 PM,46797.0,5354.0,12839.553,962.337,13801,89,722.0
2022-04-07 07:00:00 PM,46797.0,5354.0,12851.341,834.837,13686,178,722.0
2022-04-07 08:00:00 PM,46797.0,5354.0,12807.428,757.97,13565,398,721.0
2022-04-07 09:00:00 PM,46797.0,5354.0,12706.447,659.837,13366,284,678.0
2022-04-07 10:00:00 PM,46797.0,5210.933,12476.987,681.037,13158,024,589.0
2022-04-07 11:00:00 PM,46797.0,5238.0,12393.042,683.837,13076,879,590.0
2022-04-08 12:00:00 AM,46797.0,5778.0,12393.042,517.187,12910,229,589.0
2022-04-08 01:00:00 AM,46797.0,5634.45,12573.955,380.837,12954,792,549.0
2022-04-08 02:00:00 AM,46797.0,5481.0,12924.217,380.837,13305,054,539.0
2022-04-08 03:00:00 AM,46797.0,5481.0,12614.335,380.304,12994,638,540.0
2022-04-08 04:00:00 AM,46797.0,5481.0,12394.612,362.436,12757,048,550.0
2022-04-08 05:00:00 AM,46797.0,5481.0,12162.539,357.266,12519,805,595.0
