AC,DC
144.163,247.3
132.96,244.9
124.974,249.6
122.026,247.3
118.086,246.5
115.61,316.6
115.02,364.6
115.684,537.1
115.868,669.4
169.105,693.8
226.16,699.3
224.379,681.2
256.558,718.2
262.297,728.4
260.72,730
265.23,722.1
272.027,685.9
263.592,653.6
250.051,635.5
242.742,593
221.087,526.1
215.932,472.5
171.071,410.3
148.662,352
149.251,363.8
131.617,364.6
124.915,368.6
126.437,365.4
125.462,364.6
123.559,367
117.813,356.7
118.88,350.4
118.877,370.1
157.621,369.3
174.691,376.4
177.076,371.7
175.572,376.4
175.274,373.3
174.436,380.4
177.315,378
183.931,381.9
183.053,389.8
178.311,386.7
177.637,389
177.041,385.1
177.682,397.7
139.839,393.8
120.974,377.2
119.707,364.6
122.887,363.8
122.657,362.3
122.404,359.1
123.583,358.3
122.872,359.1
119.473,358.3
119.206,342.6
118.644,336.3
115.486,341.8
111.762,347.3
110.355,347.3
113.374,346.5
113.753,350.4
117.96,350.4
124.821,353.6
127.583,360.7
131.623,396.1
130.345,380.4
130.922,363.8
126.79,372.5
132.917,373.3
131.826,362.3
127.753,338.6
128.833,311.1
129.749,337.1
126.323,332.3
125.013,330
127.613,332.3
128.776,307.1
125.095,381.9
127.772,582
128.027,732.4
190.998,806.4
231.998,830.8
261.43,830
253.933,827.7
266.948,830
262.167,816.6
267.172,789.9
268.785,698.5
274.712,680.4
251.396,687.5
243.306,625.3
240.31,498.5
209.944,407.9
187.883,323.7
164.022,260.7
162.942,251.2
143.301,250.4
130.311,248.1
127.464,243.3
125.829,233.9
123.884,233.1
121.845,318.2
121.399,606.4
117.59,711.1
172.019,719
215.943,748.1
229.699,793.8
235.001,763.1
245.853,766.2
257.568,772.5
257.905,771.8
258.188,683.6
254.282,656
251.274,649.7
243.156,622.1
227.492,507.2
217.29,409.5
165.269,328.4
136.495,278
135.024,255.9
127.459,239.4
119.096,233.9
118.941,229.2
118.064,233.9
116.456,230.7
114.168,312.6
113.184,606.4
112.982,719.8
158.681,665.4
217.383,717.4
227.59,734
231.763,750.5
248.489,756.8
256.854,738.7
261.22,704
265.956,637.1
262.867,617.4
268.368,608.7
250.902,564.6
230.479,481.2
199.241,378
158.723,325.2
153.285,258.3
145.492,250.4
131.579,252
123.084,245.7
120.443,246.5
117.787,245.7
114.541,247.3
113.545,288.2
115.46,463.1
114.097,593
159.922,669.4
210.767,700.1
222.127,719.8
255.852,719
267.666,728.4
267.496,694.6
283.287,680.4
276.537,634.7
275.101,608.7
275.086,591.4
259.218,537.1
236.902,463.8
225.009,388.2
182,323.7
172.1766667,259.9
162.3533333,251.2
152.53,246.5
176.143,250.4
177.534,240.2
175.339,237
174.725,230
177.052,280.4
172.333,347.3
176.298,448.1
199.267,656.8
220.105,659.9
248.701,672.5
248.325,666.2
277.483,651.3
275.302,622.1
274.312,604
292.99,545.7
280.891,507.9
278.334,534.7
247.832,510.3
224.641,449.7
213.638,363
159.769,289.8
145.984,251.2
130.122,233.1
123.692,225.2
121.304,222.9
117.94,221.3
122.125,218.9
115.695,216.6
117.811,219.7
116.739,215.8
117.154,215.8
151.29,224.4
168.182,226.8
174.996,225.2
172.71,226
173.336,226
174.321,228.4
184.278,234.7
188.765,238.6
189.697,239.4
188.775,234.7
186.066,236.3
182.951,230.7
185.98,239.4
142.077,242.6
121.314,217.4
119.959,214.2
119.582,213.4
117.967,214.2
117.059,214.2
114.844,215
111.556,213.4
110.103,213.4
109.822,211.1
108.642,196.1
106.886,197.7
106.599,198.5
104.352,199.2
103.827,196.1
104.515,196.9
104.458,200
107.405,206.3
107.953,211.1
107.573,211.8
110.345,210.3
111.873,206.3
115.326,202.4
121.771,219.7
124.161,223.7
124.124,211.8
122.263,215
119.236,215.8
117.222,215
113.223,216.6
112.676,216.6
111.218,194.5
111.759,237
111.123,357.5
110.361,469.4
189.905,696.9
216.255,737.1
240.483,731.6
258.134,730
259.306,711.9
274.913,693.8
281.597,677.3
273.476,613.5
279.639,581.2
266.405,567.8
236.53,510.3
240.223,438.6
220.885,371.7
173.073,294.5
146.761,239.4
141.515,225.2
129.799,227.6
124.622,226
119.479,229.2
115.115,229.2
113.632,226
112.655,273.3
110.823,411.9
111.746,497.7
181.658,570.2
206.262,589.1
224.671,594.6
254.051,600.9
261.219,600.1
271.334,606.4
285.003,593
285.326,574.9
286.369,545
281.326,559.1
265.786,500.9
240.169,486.7
226.111,381.9
160.73,331.5
135.016,250.4
130.115,232.3
126.767,234.7
125.448,233.9
125.341,217.4
120.602,218.1
121.597,211.8
121.04,263.8
119.325,384.3
118.275,495.3
180.791,569.4
219.222,615.8
249.479,630.8
272.095,643.4
268.645,646.5
271.102,639.5
264.258,632.4
274.066,596.9
273.375,546.5
276.777,526.1
251.867,474.1
240.677,444.2
233.073,344.9
174.02,284.3
145.531,213.4
152.059,211.8
140.056,208.7
132.013,211.8
129.811,207.9
128.614,209.5
125.097,210.3
121.478,259.1
123.608,322.1
121.807,396.9
184.128,604
225.18,619
237.592,642.6
257.13,643.4
269.362,648.1
286.352,637.9
278.322,626.9
282.812,562.3
270.208,552.8
265.026,539.4
238.999,489
235.486,439.4
225.7,352
172.797,264.6
152.949,197.7
151.678,188.2
134.62,188.2
130.279,184.3
123.7,186.6
121.772,184.3
122.162,181.1
119.588,192.2
116.042,282.7
116.319,333.1
179.213,415.8
230.433,441.8
238.369,459.1
261.278,460.7
263.046,596.1
269.107,553.6
273.077,533.1
278.038,478
259.393,464.6
244.575,458.3
238.066,422.9
207.974,374.1
204.124,282.7
154.557,207.1
138.189,162.2
131.351,155.1
122.87,152.8
120.291,152.8
122.287,151.2
121.424,154.4
122.887,149.6
121.963,156.7
121.682,156.7
120.52,152.8
164.635,181.9
172.641,182.7
170.259,188.2
174.132,181.9
178.062,164.6
180.013,158.3
184.203,155.1
184.607,159.9
185.203,155.9
180.157,155.1
177.983,153.6
178.839,164.6
180.733,178
137.081,175.6
118.717,157.5
118.333,149.6
118.362,152
118.547,149.6
119.84,148.1
118.623,152
120.386,150.4
118.567,153.6
116.612,152.8
115.752,135.5
115.354,133.1
113.197,137
109.339,133.9
108.055,133.9
110.731,143.3
112.398,144.1
113.047,148.8
115.966,145.7
115.152,147.3
112.131,146.5
112.275,142.5
110.789,153.6
116.22,165.4
118.07,167.7
118.12,159.1
116.391,159.9
116.018,155.1
115.505,159.9
115.497,160.7
113.581,156.7
112.923,158.3
112.873,163.8
112.715,173.3
109.505,183.5
175.81,209.5
232.643,211.1
235.979,208.7
264.351,212.6
277.155,222.1
289.861,228.4
287.683,213.4
295.868,213.4
294.132,208.7
276.31,212.6
255.102,215.8
239.097,225.2
231.901,239.4
169.737,235.5
142.499,189
143.432,167.7
133.49,166.2
121.185,165.4
123.763,162.2
123.27,160.7
125.017,158.3
122.456,177.2
119.139,287.4
117.536,353.6
170.705,572.5
233.229,579.6
240.537,601.7
264.511,602.4
278.783,614.3
285.602,607.2
291.229,604
288.898,595.4
287.54,582
282.982,565.4
250.353,507.9
237.935,449.7
220.632,328.4
164.805,248.1
144.705,181.9
150.603,173.3
138.479,171.7
130.484,171.7
130.97,171.7
128.659,171.7
125.489,170.9
121.487,226
123.078,417.4
123.706,457.5
184.848,504
227.857,419.7
234.611,431.6
248.933,448.9
262.824,453.6
274.907,456
279.702,452
270.934,444.9
264.941,429.2
260.801,409.5
245.247,364.6
229.598,348.1
224.506,281.1
159.16,236.3
127.637,171.7
126.594,161.4
122.257,163
124.114,163
123.496,159.9
121.33,162.2
118.796,160.7
114.895,178.8
115.42,263.8
116.236,319.7
177.214,383.5
205.348,433.1
223.718,458.3
247.276,480.4
269.857,565.4
275.102,566.2
273.667,548.1
270.389,533.1
275.085,516.6
259.247,502.4
257.817,444.2
221.551,425.3
217.459,301.6
155.039,250.4
126.606,187.4
132.57,174
125.118,175.6
116.696,173.3
113.782,174
112.576,175.6
113.302,172.5
111.741,189
107.857,273.3
108.067,306.3
168.274,386.7
202.546,471.7
242.053,549.7
250.776,538.7
250.343,538.7
253.433,534.7
254.067,556
256.136,514.2
246.163,499.3
226.731,486.7
217.429,438.6
212.091,385.9
209.234,277.2
156.246,230
126.442,168.5
126.613,159.1
116.962,159.1
110.27,158.3
107.761,157.5
105.71,159.9
105.671,156.7
105.288,163
105.532,165.4
108.457,157.5
153.737,165.4
163.609,165.4
168.479,163
172.56,162.2
173.564,164.6
172.433,163
173.971,162.2
177.572,164.6
181.817,166.2
177.184,163.8
177.03,163.8
175.112,173.3
177.585,184.3
133.28,183.5
110.279,164.6
110.49,155.1
108.779,157.5
106.624,152.8
105.04,155.9
104.348,158.3
103.348,157.5
99.736,159.1
99.372,162.2
98.949,142.5
99.038,141
98.128,144.1
101.44,141.8
104.912,145.7
107.262,141.8
109.699,141.8
111.458,153.6
112.949,153.6
114.707,149.6
111.975,145.7
112.105,142.5
111.624,154.4
109.472,163.8
105.027,163.8
103.593,159.1
103.523,157.5
104.667,153.6
103.813,156.7
98.95,155.9
97.939,154.4
97.49,157.5
97.128,173.3
97.09,264.6
96.969,301.6
165.074,370.1
216.036,444.2
235.58,570.9
258.192,560.7
268.901,572.5
278.061,567
288.432,553.6
292.224,541.8
300.285,537.1
297.58,519
278.451,456.8
267.961,412.7
262.379,318.9
191.005,232.3
158.034,170.9
156.642,158.3
127.367,157.5
112.965,157.5
112.791,157.5
110.803,159.1
110.259,157.5
110.485,175.6
111.077,267.8
109.005,311.1
192.877,373.3
253.33,530
268.107,544.2
288.818,553.6
295.934,561.5
304.464,566.2
300.981,560.7
295.305,545.7
288.625,530.8
288.45,518.2
268.824,467
249.188,430
251.736,322.1
189.626,255.9
159.526,176.4
159.849,162.2
136.946,165.4
120.204,163
114.087,163
115.401,165.4
114.274,163
114.892,181.9
115.427,263.8
116.415,318.2
199.023,429.2
243.28,545
269.016,567.8
289.315,584.3
293.354,580.4
301.822,576.5
287.746,574.1
291.02,546.5
286.894,537.1
286.615,524.5
268.08,448.9
250.789,444.2
240.656,307.1
185.209,253.6
161.912,180.3
171.402,161.4
144.102,163.8
132.308,160.7
132.649,163
131.853,161.4
126.531,161.4
121.987,222.1
120.502,404
119.907,479.6
197.541,523.7
245.984,545.7
265.368,563.9
288.401,567
295.712,574.9
288.034,582
287.396,582
286.443,559.9
289.537,530.8
295.529,523.7
275.578,468.6
256.257,444.9
239.6296667,322.9
223.0023333,267
206.375,202.4
235.653,188.2
203.484,189.8
186.462,187.4
188.185,189
186.188,186.6
180.165,186.6
180.756,237
180.419,366.2
171.669,444.9
199.719,530
237.829,552
260.214,581.2
277.551,581.2
285.697,585.9
294.058,582
288.86,570.2
296.561,548.1
289.733,537.1
277.616,524.5
270.965,485.9
254.24,449.7
244.78,306.3
183.759,247.3
160.674,197.7
159.492,178.8
131.883,172.5
117.343,171.7
106.2983333,172.5
95.25366667,169.3
84.209,166.2
217.559,170.1
217.053,172.5
212.63,166.2
209.561,168.5
204.818,169.3
206.179,178
205.958,191.4
206.047,196.1
208.709,185.9
211.009,178.8
210.328,172.5
209.545,173.3
204.017,174.8
85.399,169.3
131.637,185.1
177.875,193.7
171.085,192.9
151.489,171.7
153.776,165.4
153.357,166.2
151.183,168.5
142.9923333,169.3
134.8016667,168.5
126.611,169.3
199.727,170.9
201.154,177.2
203.167,155.9
201.777,152.8
197.503,164.6
90.403,164.6
94.968,151.2
99.533,150.4
199.166,152.8
198.72,155.1
204.253,157.5
202.919,160.7
197.232,155.9
176.1853333,163.8
155.1386667,180.3
134.092,174.8
214.856,170.1
209.475,168.5
210.188,166.2
208.978,165.4
204.875,167
185.7243333,167.7
166.5736667,167
147.423,168.5
207.867,237.8
205.01,464.6
202.49,508.7
217.924,546.5
230.262,577.2
264.858,600.1
259.138,602.4
271.339,588.3
282.982,591.4
281.894,593
283.554,572.5
272.568,551.3
256.399,539.4
237.5886667,486.7
218.7783333,447.3
199.968,322.9
175.249,248.1
140.956,185.9
149.012,174
129.946,177.2
120.78,180.3
118.887,178.8
120.109,180.3
120.456,177.2
120.167,236.3
118.784,413.4
115.297,466.2
180.283,540.2
219.206,559.9
240.156,601.7
261.063,598.5
263.28,601.7
268.188,592.2
280.314,574.1
268.517,568.6
274.416,545.7
269.865,521.3
239.807,482
230.573,444.9
222.203,307.1
164.457,241.8
126.84,178
126.533,163.8
116.9373333,165.4
107.3416667,163.8
97.746,163.8
191.616,163.8
186.857,163.8
181.075,217.4
180.478,400.8
179.288,452.8
187.308,516.6
208.557,544.2
225.022,562.3
242.099,572.5
266.694,578.8
277.366,582
282.282,572.5
282.097,556
265.8736667,547.3
249.6503333,534.7
233.427,483.5
227.418,452
214.969,304.8
162.923,233.9
139.301,168.5
142.493,163.8
130.5643333,159.1
118.6356667,162.2
106.707,159.9
198.433,163
198.663,160.7
191.884,218.1
193.909,400.8
190.62,459.9
194.6956667,515.8
198.7713333,522.1
202.847,569.4
250.439,548.9
260.177,576.5
277.702,574.9
284.12,574.1
290.212,555.2
287.541,548.9
277.763,532.4
266.35,486.7
241.272,455.2
218.663,304
168.343,231.5
140.954,173.3
135.703,163.8
145.2566667,166.2
154.8103333,163.8
164.364,164.6
197.61,163.8
193.598,164.6
192.28,220.5
192.033,348.1
197.502,419
198.815,492.2
222.406,526.8
238.541,537.1
251.773,551.3
261.479,557.6
280.246,550.5
282.856,548.1
284.332,534.7
270.4533333,530.8
256.5746667,515
242.696,470.9
228.579,443.4
210.995,299.3
163.018,236.3
135.564,177.2
137.345,164.6
141.0916667,165.4
144.8383333,164.6
148.585,163.8
186.967,167
184.984,166.2
184.468,169.3
159.41,171.7
134.352,170.1
178.314,170.1
176.5,165.4
174.589,163.8
178.368,164.6
182.082,168.5
185.996,196.9
181.681,198.5
177.366,174
173.051,175.6
188.754,176.4
188.063,178.8
190.987,196.1
189.998,185.9
148.682,190.6
149.582,167.7
150.482,159.9
151.382,161.4
189.878,160.7
178.485,159.1
179.476,161.4
178.369,159.9
178.369,161.4
178.369,164.6
178.369,145.7
139.972,140.2
180.837,145.7
176.198,147.3
175.497,148.1
177.452,204.8
173.897,267.8
157.2323333,241.8
140.5676667,262.2
123.903,245.7
184.847,292.2
177.435,286.7
176.076,174
197.531,171.7
197.531,168.5
197.531,165.4
197.531,159.9
142.237,161.4
188.021,158.3
181.498,160.7
177.82,159.9
180.283,159.1
180.215,222.1
163.221,459.9
146.227,556
129.233,592.2
211.954,637.9
223.783,653.6
233.321,679.6
241.72,742.6
233.689,693
216.7073333,696.2
199.7256667,682
182.744,678
229.068,655.2
225.935,558.3
212.63,498.5
206.473,329.2
157.69,234.7
152.3953333,178
147.1006667,165.4
141.806,165.4
180.235,161.4
176.86,165.4
176.998,163
176.256,163.8
178.656,216.6
163.531,447.3
148.406,506.4
133.281,545.7
212.693,591.4
221.416,607.2
247.203,616.6
257.79,630.8
275.31,625.3
273.913,625.3
285.072,614.3
275.783,600.9
275.154,587.5
260.648,530.8
238.132,471.7
216.162,328.4
164.352,229.2
161.6286667,170.1
158.9053333,162.2
156.182,163
182.746,158.3
174.704,163
173.182,161.4
160.9446667,161.4
148.7073333,213.4
136.47,436.3
184.726,485.1
189.201,556
201.012,584.3
215.273,625.3
229.562,623.7
92.089,640.2
151.4235,619.8
210.758,619
261.093,601.7
275.779,605.6
268.24,608.7
253.296,554.4
234.089,500.1
209.587,316.6
154.498,233.1
127.874,170.9
130.059,161.4
125.211,164.6
116.78,159.9
113.8942,162.2
111.0084,163
108.1226,160.7
105.2368,218.1
102.351,443.4
188.378,494.6
192.409,522.1
212.099,567.8
222.851,579.6
233.066,578
95.942,569.4
135.6075,558.3
175.273,552.8
259.815,548.1
265.068,537.9
260.086,515
241.602,462.3
217.27,446.5
183.429,278
149.588,220.5
115.747,164.6
203.931,156.7
195.81,152.8
184.526,150.4
187.621,153.6
180.615,154.4
171.9276667,152.8
163.2403333,172.5
154.553,262.2
190.59,311.9
187.948,381.9
206.367,407.1
223.342,530.8
237.955,559.9
228.6996667,545.7
219.4443333,537.1
210.189,533.1
255.403,529.2
260.787,503.2
249.181,488.3
233.767,448.9
215.191,410.3
199.985,262.2
184.779,206.3
169.573,155.1
204.865,153.6
195.234,153.6
187.731,155.9
188.751,152
185.613,153.6
172.137,155.1
158.661,155.9
145.185,159.1
179.699,160.7
170.207,157.5
167.725,159.9
167.946,165.4
165.638,167.7
162.836,150.4
162.032,144.9
157.945,147.3
162.623,146.5
161.353,147.3
164.518,145.7
162.314,148.1
161.631,168.5
145.2313333,165.4
128.8316667,167
112.432,163
171.506,161.4
165.6,160.7
160.718,162.2
149.3576667,160.7
137.9973333,163
126.637,160.7
166.057,167.7
151.551,167.7
151.839,154.4
151.27,145.7
148.489,144.9
133.2316667,146.5
117.9743333,148.8
102.717,145.7
151.273,146.5
151.574,148.1
149.731,165.4
149.672,167
151.718,168.5
147.331,170.9
147.322,193.7
155.377,196.1
157.099,170.1
157.066,158.3
152.925,151.2
154.861,152
155.313,153.6
143.5813333,153.6
131.8496667,153.6
120.118,152.8
149.224,165.4
146.199,231.5
146.557,298.5
151.465,381.2
174.483,425.3
197.268,580.4
216.308,563.9
221.207,562.3
218.491,559.1
217.89,474.1
215.829,507.9
212.877,499.3
204.17,475.7
181.927,378
159.684,365.4
137.441,289
156.463,237
151.404,178.8
145.715,164.6
135.147,163
128.364,159.9
127.223,161.4
124.479,160.7
121.719,157.5
118.614,165.4
116.551,211.8
119.109,267.8
151.381,348.1
183.692,404
188.8736667,518.2
194.0553333,522.9
199.237,543.4
221.048,559.1
251.636,548.9
281.341,535.5
279.282,516.6
265.058,499.3
80.042,417.4
128.8375,361.5
177.633,272.5
160.551,237.8
141.48,165.4
142.592,158.3
133.309,159.9
126.509,163
131.672,161.4
136.835,163.8
141.998,162.2
196.459,173.3
196.597,249.6
195.56,307.1
191.235,369.3
206.45,416.6
223.274,503.2
242.459,577.2
261.927,556.8
269.766,555.2
268.347,546.5
275.991,542.6
274.116,528.4
261.053,506.4
238.702,432.3
216.351,409.5
194,286.7
161.618,229.2
134.228,169.3
137.097,155.9
129.165,158.3
125.184,155.1
124.847,155.9
126.006,155.9
125.864,154.4
124.02,200.8
124.161,296.9
122.937,364.6
143.0563333,472.5
163.1756667,556.8
183.295,559.9
251.525,577.2
257.326,574.9
275.062,574.9
281.777,563.9
285.166,561.5
278.327,539.4
270.622,516.6
257.638,422.1
230.461,426
223.258,288.2
166.952,237
131.011,174
133.426,156.7
148.12,158.3
162.814,157.5
177.508,161.4
192.202,171.7
185.14,162.2
186.613,207.9
182.33,312.6
183.836,374.9
98.933,519
190.18,562.3
227.91,567
243.077,582
246.975,574.9
244.965,564.6
247.076,563.9
245.126,542.6
214.802,514.2
184.478,499.3
154.154,413.4
210.557,409.5
199.743,271.7
147.4,222.9
120.413,163
126.191,159.1
131.3856667,155.1
136.5803333,157.5
141.775,155.9
181.47,157.5
185.478,154.4
181.147,159.9
94.402,166.2
139.992,170.9
174.493,164.6
178.071,167
173.233,173.3
170.632,185.9
171.069,178.8
168.601,183.5
160.1476667,177.2
151.6943333,170.9
143.241,162.2
198.045,162.2
189.022,163.8
179.453,181.1
184.426,181.1
147.882,182.7
130.555,159.1
131.134,155.1
129.95,153.6
121.82,153.6
118.638,155.1
120.76,153.6
120.031,155.1
120.632,155.9
128.1536667,159.1
135.6753333,145.7
143.197,134.7
174.981,138.6
173.144,136.2
173.627,135.5
187.9,135.5
193.458,138.6
186.1023333,136.2
178.7466667,137.8
171.391,137
208.873,138.6
205.217,144.9
198.711,158.3
182.391,160.7
182.547,159.1
156.1536667,154.4
129.7603333,154.4
103.367,152
182.604,153.6
188.094,152.8
185.119,152.8
181.475,152.8
182.329,211.1
178.873,389
174.596,482
186.857,541.8
205.032,568.6
229.396,577.2
243.525,587.5
246.925,608
246.418,623.7
239.2453333,605.6
232.0726667,582.8
224.9,533.1
248.29,525.3
235.877,448.9
220.636,420.5
207.619,311.1
157.457,234.7
129.314,174.8
134.445,161.4
126.142,157.5
123.519,158.3
122.327,158.3
123.265,159.9
121.911,157.5
119.588,207.9
127.113,322.1
134.638,470.9
142.163,460.7
218.472,589.1
228.022,587.5
242.498,604
250.598,614.3
261.844,601.7
265.767,596.9
274.991,582
279.706,566.2
272.456,546.5
256.464,441.8
221.936,413.4
206.999,294.5
157.372,244.9
154.4946667,177.2
151.6173333,163
148.74,164.6
187.467,161.4
186.131,164.6
182.68,161.4
168.5446667,161.4
154.4093333,174.8
140.274,232.3
184.889,306.3
185.981,507.9
199.563,524.5
220.737,565.4
224.952,544.2
204.5903333,551.3
184.2286667,546.5
163.867,539.4
253.735,514.2
271.321,509.5
271.351,488.3
260.389,407.1
228.207,390.6
206.829,311.1
156.968,234.7
132.645,172.5
136.152,160.7
132.087,157.5
130.41,157.5
129.6,156.7
127.273,159.1
134.7923333,157.5
142.3116667,167
149.831,209.5
180.995,267.8
195.17,345.7
207.579,380.4
238.967,395.3
251.104,394.5
265.535,406.4
269.585,410.3
271.923,431.6
271.217,482.7
273.578,476.4
259.057,461.5
241.732,323.7
227.825,300
202.08,270.9
176.335,235.5
150.59,166.2
207.281,159.1
196.894,157.5
185.231,156.7
183.009,155.9
181.864,158.3
180.69,156.7
180.6,163
183.636,218.1
181.643,276.4
196.2,344.1
218.958,394.5
230.386,400.1
245.329,411.9
231.937,424.5
218.545,430
205.153,515.8
267.337,482.7
270.26,456.8
264.339,419.7
250.051,391.4
221.591,359.9
208.292,289
161.433,231.5
134.219,169.3
126.999,155.9
122.964,152
119.444,148.1
116.776,149.6
117.145,150.4
120.5013333,150.4
123.8576667,154.4
127.214,155.1
180.238,161.4
180.747,164.6
175.748,169.3
176.457,179.6
178.333,168.5
178.549,155.9
199.964,154.4
204.792,154.4
206.56,158.3
207.377,155.9
209.216,155.9
203.136,167
190.934,176.4
190.005,178
148.499,178.8
131.347,159.1
134.83,150.4
129.973,152.8
130.732,150.4
125.475,151.2
122.118,149.6
125.799,149.6
122.576,157.5
122.991,160.7
122.323,150.4
119.508,134.7
119.7,139.4
118.906,137
120.034,138.6
122.252,137
123.827,135.5
124.164,138.6
120.908,137.8
122.116,138.6
123.716,137.8
119.897,150.4
117.85,156.7
115.997,158.3
118.84,159.9
120.852,155.9
121.955,154.4
125.261,155.1
127.186,151.2
125.09,152.8
123.24,151.2
122.664,152.8
120.111,161.4
118.81,218.9
117.475,278
180.722,344.9
213.943,387.5
228.281,390.6
254.357,386.7
276.881,399.3
292.074,391.4
289.999,387.5
289.704,377.2
283.592,367
281.594,351.2
259.65,318.2
245.635,296.1
247.386,263.8
176.249,236.3
134.196,163.8
131.748,149.6
126.419,150.4
123.378,148.8
120.092,150.4
117.556,150.4
118.594,152.8
118.801,156.7
117.094,209.5
117.364,278
176.925,345.7
205.39,403.2
227.932,379.6
247.387,427.6
258.773,444.9
278.887,444.9
282.724,425.3
284.113,500.9
287.42,473.3
279.019,423.7
264.872,323.7
245.742,297.7
240.548,260.7
167.578,226.8
136.181,164.6
135.646,154.4
130.982,156.7
126.55,156.7
124.961,157.5
125.072,158.3
125.956,157.5
124.03,165.4
120.821,223.7
120.741,291.4
181.501,353.6
205.8,411.1
231.129,419.7
252.298,578
266.539,601.7
268.23,564.6
272.269,546.5
273.952,527.6
285.169,511.9
278.847,492.2
261.385,409.5
245.029,389.8
228.553,285.9
164.811,233.9
138.904,171.7
135.658,158.3
131.171,156.7
129.849,155.1
131.477,157.5
127.569,157.5
127.287,157.5
127.164,167
124.383,231.5
123.612,300.8
187.451,356
219.298,414.2
240.185,438.6
256.881,552
258.004,542.6
263.719,547.3
268.369,534.7
264.176,515
264.967,497.7
254.716,477.2
244.787,393.8
227.709,377.2
211.622,267
165.683,230.7
141.764,162.2
139.983,153.6
141.724,155.1
135.005,152
132.103,152.8
129.92,154.4
127.621,153.6
125.113,167.7
122.285,237.8
122.709,292.2
184.929,346.5
209.254,411.9
229.552,475.7
241.518,543.4
255.024,513.5
258.955,531.6
251.659,517.4
254.319,498.5
255.085,489
249.983,463.1
240.508,389
227.389,368.6
219,290.6
161.41,223.7
136.788,179.6
141.105,169.3
135.253,168.5
125.65,168.5
121.328,169.3
120.363,169.3
117.493,168.5
117.449,174
118.76,174
119.498,181.9
167.395,172.5
172.607,173.3
171.863,173.3
175.173,172.5
179.102,174
177.148,172.5
177.544,172.5
176.997,186.6
182.122,173.3
185.587,171.7
189.095,189.8
190.747,192.9
187.071,191.4
144.01,193.7
123.868,175.6
121.571,165.4
134.922,165.4
148.273,166.2
161.624,165.4
198.45,165.4
186.48,166.2
184.777,168.5
180.425,170.9
176.223,164.6
171.998,148.8
176.271,151.2
176.086,151.2
184.751,169.3
196.786,170.1
200.544,173.3
202.867,170.1
207.789,144.1
202.2253333,137.8
196.6616667,136.2
191.098,153.6
205.821,153.6
210.114,155.9
208.418,156.7
203.236,151.2
202.252,148.1
195.239,148.1
189.509,148.8
184.219,148.1
182.536,149.6
179.128,147.3
174.558,161.4
177.85,218.9
177.826,285.1
179.666,366.2
195.432,472.5
225.933,556
241.46,563.1
246.607,559.9
257.881,535.5
274.437,537.9
278.033,517.4
285.36,504
283.664,457.5
262.652,411.1
246.28,378.8
230.666,299.3
163.618,242.6
134.231,164.6
129.904,150.4
128.024,148.8
123.752,150.4
122.799,149.6
120.932,150.4
120.573,148.8
119.487,197.7
118.369,289
114.811,368.6
178.471,486.7
211.988,505.6
228.533,533.1
256.309,539.4
266.886,530.8
284.01,538.7
276.995,542.6
280.027,533.1
286.644,501.6
277.962,505.6
265.053,402.4
246.614,393.8
225.231,292.2
163.2,226
150.9763333,163.8
138.7526667,151.2
126.529,151.2
191.575,148.1
185.584,150.4
182.136,148.1
182.101,147.3
179.157,158.3
173.704,207.1
169.264,273.3
184.403,344.1
199.302,393
236.386,404.8
262.324,470.9
280.138,528.4
283.367,525.3
289.077,512.7
292.9,485.1
295.254,461.5
285.588,433.9
268.24,411.9
251.438,315.8
231.491,256.7
165.213,223.7
128.485,161.4
128.004,148.8
125.184,150.4
118.724,147.3
114.37,147.3
114.973,148.8
113.298,148.8
113.496,155.9
129.934,217.4
146.372,285.1
162.81,361.5
196.889,397.7
226.535,409.5
253.78,398.5
262.746,402.4
269.711,397.7
275.435,393.8
280.572,380.4
283.454,367
277.022,356.7
261.069,327.6
239.326,300.8
214.488,255.9
154.572,214.2
154.163,154.4
153.754,147.3
153.345,150.4
190.604,151.2
183.101,154.4
182.91,152
168.8616667,153.6
154.8133333,159.1
140.765,221.3
177.465,283.5
183.411,362.3
197.124,398.5
210.297,409.5
224.141,426
232.644,424.5
239.769,426.8
253.554,423.7
266.412,525.3
263.267,471.7
249.906,437.1
243.815,319.7
224.477,296.9
212.398,254.4
160.884,225.2
133.881,178
136.989,163
134.922,163
129.614,161.4
120.502,168.5
114.163,168.5
125.1926667,167
136.2223333,171.7
147.252,175.6
170.806,183.5
172.896,172.5
167.925,170.9
165.787,167.7
173.615,167.7
190.416,170.1
202.006,168.5
206.839,170.1
207.448,171.7
207.33,169.3
205.859,167.7
199.839,185.9
191.379,187.4
173.6326667,188.2
155.8863333,189
138.14,170.9
179.355,160.7
185.166,162.2
180.157,162.2
170.889,163.8
166.198,159.9
169.57,163
168.004,167
170.094,168.5
167.813,163
167.555,145.7
167.988,150.4
164.377,147.3
186.454,145.7
175.013,157.5
163.572,167
152.131,166.2
203.69,144.9
202.579,135.5
205.903,132.3
197.356,153.6
185.756,154.4
180.3546667,152.8
174.9533333,153.6
169.552,149.6
174.295,146.5
173.641,147.3
172.675,148.1
172.356,147.3
169.708,147.3
169.9926667,146.5
170.2773333,159.1
170.562,239.4
167.388,298.5
178.159,363
191.087,389
212.001,404.8
245.942,401.6
258.287,412.7
265.962,421.3
272.259,395.3
274,394.5
268.48,387.5
270.61,369.3
252.991,335.5
226.994,310.3
