tstamp,date,day,time,week_number,ptot,epoch_timestamp,DC,month,wrkHr,dayTime,weekDay,Off-Peak,Peak,Standard
01-Jan-2022 00:00:00,1,6,0,1,96.855,1640991308,52.2,1,0,0,0,1,0,0
01-Jan-2022 01:00:00,1,6,0.0416666666666667,1,97.053,1640994908,52,1,0,0,0,1,0,0
01-Jan-2022 02:00:00,1,6,0.0833333333333333,1,97.229,1640998508,52.2,1,0,0,0,1,0,0
01-Jan-2022 03:00:00,1,6,0.125,1,96.859,1641002108,52.2,1,0,0,0,1,0,0
01-Jan-2022 04:00:00,1,6,0.166666666666667,1,98.018,1641005708,52.2,1,0,0,0,1,0,0
01-Jan-2022 05:00:00,1,6,0.208333333333333,1,98.022,1641009308,51.5,1,0,0,0,1,0,0
01-Jan-2022 06:00:00,1,6,0.25,1,150.602,1641012909,50.9,1,0,0,0,1,0,0
01-Jan-2022 07:00:00,1,6,0.291666666666667,1,153.349,1641016508,49,1,0,1,0,1,0,0
01-Jan-2022 08:00:00,1,6,0.333333333333333,1,156.523,1641020108,49.3,1,0,1,0,1,0,0
01-Jan-2022 09:00:00,1,6,0.375,1,157.52,1641023708,50.9,1,0,1,0,1,0,0
01-Jan-2022 10:00:00,1,6,0.416666666666667,1,157.249,1641027308,50.4,1,0,1,0,1,0,0
01-Jan-2022 11:00:00,1,6,0.458333333333333,1,161.152,1641030909,51.3,1,0,1,0,1,0,0
01-Jan-2022 12:00:00,1,6,0.5,1,156.056,1641034508,52,1,0,1,0,1,0,0
01-Jan-2022 13:00:00,1,6,0.541666666666667,1,159.676,1641038108,52.2,1,0,1,0,1,0,0
01-Jan-2022 14:00:00,1,6,0.583333333333333,1,159.678,1641041708,50.6,1,0,1,0,1,0,0
01-Jan-2022 15:00:00,1,6,0.625,1,162.319,1641045308,49.9,1,0,1,0,1,0,0
01-Jan-2022 16:00:00,1,6,0.666666666666667,1,166.376,1641048908,49.3,1,0,0,0,1,0,0
01-Jan-2022 17:00:00,1,6,0.708333333333333,1,165.752,1641052508,49.5,1,0,0,0,1,0,0
01-Jan-2022 18:00:00,1,6,0.75,1,162.305,1641056108,49,1,0,0,0,1,0,0
01-Jan-2022 19:00:00,1,6,0.791666666666667,1,109.899,1641059708,49.1,1,0,0,0,1,0,0
01-Jan-2022 20:00:00,1,6,0.833333333333333,1,99.846,1641063308,49.5,1,0,0,0,1,0,0
01-Jan-2022 21:00:00,1,6,0.875,1,99.776,1641066908,50.6,1,0,0,0,1,0,0
01-Jan-2022 22:00:00,1,6,0.916666666666667,1,98.999,1641070508,49.1,1,0,0,0,1,0,0
01-Jan-2022 23:00:00,1,6,0.958333333333333,1,99.414,1641074108,49.9,1,0,0,0,1,0,0
02-Jan-2022 00:00:00,2,7,0,2,98.824,1641077708,49.5,1,0,0,0,1,0,0
02-Jan-2022 01:00:00,2,7,0.0416666666666667,2,98.278,1641081308,49.7,1,0,0,0,1,0,0
02-Jan-2022 02:00:00,2,7,0.0833333333333333,2,98.829,1641084908,50,1,0,0,0,1,0,0
02-Jan-2022 03:00:00,2,7,0.125,2,97.729,1641088508,49.7,1,0,0,0,1,0,0
02-Jan-2022 04:00:00,2,7,0.166666666666667,2,97.881,1641092108,49.7,1,0,0,0,1,0,0
02-Jan-2022 05:00:00,2,7,0.208333333333333,2,98.799,1641095708,49.3,1,0,0,0,1,0,0
02-Jan-2022 06:00:00,2,7,0.25,2,95.899,1641099308,56.7,1,0,0,0,1,0,0
02-Jan-2022 07:00:00,2,7,0.291666666666667,2,97.098,1641102908,71.6,1,0,1,0,1,0,0
02-Jan-2022 08:00:00,2,7,0.333333333333333,2,97.083,1641106508,70.2,1,0,1,0,1,0,0
02-Jan-2022 09:00:00,2,7,0.375,2,96.893,1641110108,71.5,1,0,1,0,1,0,0
02-Jan-2022 10:00:00,2,7,0.416666666666667,2,97.518,1641113708,75.2,1,0,1,0,1,0,0
02-Jan-2022 11:00:00,2,7,0.458333333333333,2,98.011,1641117308,72.9,1,0,1,0,1,0,0
02-Jan-2022 12:00:00,2,7,0.5,2,97.676,1641120908,71.3,1,0,1,0,1,0,0
02-Jan-2022 13:00:00,2,7,0.541666666666667,2,96.949,1641124508,69.5,1,0,1,0,1,0,0
02-Jan-2022 14:00:00,2,7,0.583333333333333,2,97.615,1641128109,68.6,1,0,1,0,1,0,0
02-Jan-2022 15:00:00,2,7,0.625,2,99.722,1641131708,59.9,1,0,1,0,1,0,0
02-Jan-2022 16:00:00,2,7,0.666666666666667,2,98.033,1641135308,46.8,1,0,0,0,1,0,0
02-Jan-2022 17:00:00,2,7,0.708333333333333,2,96.846,1641138908,46.4,1,0,0,0,1,0,0
02-Jan-2022 18:00:00,2,7,0.75,2,96.487,1641142508,47,1,0,0,0,1,0,0
02-Jan-2022 19:00:00,2,7,0.791666666666667,2,96.073,1641146108,47,1,0,0,0,1,0,0
02-Jan-2022 20:00:00,2,7,0.833333333333333,2,96.626,1641149708,47.3,1,0,0,0,1,0,0
02-Jan-2022 21:00:00,2,7,0.875,2,97.476,1641153309,49.3,1,0,0,0,1,0,0
02-Jan-2022 22:00:00,2,7,0.916666666666667,2,96.728,1641156908,49.3,1,0,0,0,1,0,0
02-Jan-2022 23:00:00,2,7,0.958333333333333,2,96.557,1641160508,49.5,1,0,0,0,1,0,0
03-Jan-2022 00:00:00,3,1,0,2,98.068,1641164108,49.7,1,0,0,1,1,0,0
03-Jan-2022 01:00:00,3,1,0.0416666666666667,2,97.183,1641167708,49.5,1,0,0,1,1,0,0
03-Jan-2022 02:00:00,3,1,0.0833333333333333,2,97.526,1641171308,49.5,1,0,0,1,1,0,0
03-Jan-2022 03:00:00,3,1,0.125,2,97.16,1641174908,50.2,1,0,0,1,1,0,0
03-Jan-2022 04:00:00,3,1,0.166666666666667,2,96.841,1641178509,50,1,0,0,1,1,0,0
03-Jan-2022 05:00:00,3,1,0.208333333333333,2,96.724,1641182108,49.1,1,0,0,1,1,0,0
03-Jan-2022 06:00:00,3,1,0.25,2,152.633,1641185708,52.7,1,0,0,1,0,0,1
03-Jan-2022 07:00:00,3,1,0.291666666666667,2,165.089,1641189308,64.1,1,1,1,1,0,1,0
03-Jan-2022 08:00:00,3,1,0.333333333333333,2,164.044,1641192908,72.2,1,1,1,1,0,1,0
03-Jan-2022 09:00:00,3,1,0.375,2,186.28,1641196508,76.1,1,1,1,1,0,1,0
03-Jan-2022 10:00:00,3,1,0.416666666666667,2,190.693,1641200109,79.2,1,1,1,1,0,0,1
03-Jan-2022 11:00:00,3,1,0.458333333333333,2,188.379,1641203708,77,1,1,1,1,0,0,1
03-Jan-2022 12:00:00,3,1,0.5,2,192.459,1641207308,77.6,1,1,1,1,0,0,1
03-Jan-2022 13:00:00,3,1,0.541666666666667,2,192.211,1641210908,76.1,1,1,1,1,0,0,1
03-Jan-2022 14:00:00,3,1,0.583333333333333,2,193.37,1641214508,68.2,1,1,1,1,0,0,1
03-Jan-2022 15:00:00,3,1,0.625,2,198.706,1641218108,58.1,1,1,1,1,0,0,1
03-Jan-2022 16:00:00,3,1,0.666666666666667,2,194.172,1641221708,49.7,1,0,0,1,0,0,1
03-Jan-2022 17:00:00,3,1,0.708333333333333,2,182.89,1641225308,49.1,1,0,0,1,0,0,1
03-Jan-2022 18:00:00,3,1,0.75,2,179.026,1641228909,48.8,1,0,0,1,0,1,0
03-Jan-2022 19:00:00,3,1,0.791666666666667,2,125.939,1641232508,49.5,1,0,0,1,0,1,0
03-Jan-2022 20:00:00,3,1,0.833333333333333,2,113.224,1641236108,49.1,1,0,0,1,0,0,1
03-Jan-2022 21:00:00,3,1,0.875,2,110.935,1641239708,50.2,1,0,0,1,0,0,1
03-Jan-2022 22:00:00,3,1,0.916666666666667,2,109.632,1641243308,51.3,1,0,0,1,1,0,0
03-Jan-2022 23:00:00,3,1,0.958333333333333,2,109.542,1641246907,51.5,1,0,0,1,1,0,0
04-Jan-2022 00:00:00,4,2,0,2,109.63,1641250508,49.9,1,0,0,1,1,0,0
04-Jan-2022 01:00:00,4,2,0.0416666666666667,2,109.569,1641254108,48.6,1,0,0,1,1,0,0
04-Jan-2022 02:00:00,4,2,0.0833333333333333,2,108.305,1641257708,48.8,1,0,0,1,1,0,0
04-Jan-2022 03:00:00,4,2,0.125,2,108.15,1641261307,48.4,1,0,0,1,1,0,0
04-Jan-2022 04:00:00,4,2,0.166666666666667,2,106.96,1641264908,48.8,1,0,0,1,1,0,0
04-Jan-2022 05:00:00,4,2,0.208333333333333,2,105.882,1641268509,48.1,1,0,0,1,1,0,0
04-Jan-2022 06:00:00,4,2,0.25,2,161.495,1641272109,51.3,1,0,0,1,0,0,1
04-Jan-2022 07:00:00,4,2,0.291666666666667,2,172.548,1641275708,57.4,1,1,1,1,0,1,0
04-Jan-2022 08:00:00,4,2,0.333333333333333,2,171.316,1641279308,65.5,1,1,1,1,0,1,0
04-Jan-2022 09:00:00,4,2,0.375,2,185.652,1641282908,69.3,1,1,1,1,0,1,0
04-Jan-2022 10:00:00,4,2,0.416666666666667,2,192.719,1641286508,75.1,1,1,1,1,0,0,1
04-Jan-2022 11:00:00,4,2,0.458333333333333,2,194.481,1641290108,74.9,1,1,1,1,0,0,1
04-Jan-2022 12:00:00,4,2,0.5,2,193.863,1641293708,77.2,1,1,1,1,0,0,1
04-Jan-2022 13:00:00,4,2,0.541666666666667,2,196.614,1641297308,72.7,1,1,1,1,0,0,1
04-Jan-2022 14:00:00,4,2,0.583333333333333,2,196.858,1641300908,70,1,1,1,1,0,0,1
04-Jan-2022 15:00:00,4,2,0.625,2,194.51,1641304508,61.6,1,1,1,1,0,0,1
04-Jan-2022 16:00:00,4,2,0.666666666666667,2,197.917,1641308108,52.2,1,0,0,1,0,0,1
04-Jan-2022 17:00:00,4,2,0.708333333333333,2,192.161,1641311708,50.4,1,0,0,1,0,0,1
04-Jan-2022 18:00:00,4,2,0.75,2,185.805,1641315308,50.9,1,0,0,1,0,1,0
04-Jan-2022 19:00:00,4,2,0.791666666666667,2,124.57,1641318908,50.8,1,0,0,1,0,1,0
04-Jan-2022 20:00:00,4,2,0.833333333333333,2,111.478,1641322509,50.9,1,0,0,1,0,0,1
04-Jan-2022 21:00:00,4,2,0.875,2,107.486,1641326108,52.9,1,0,0,1,0,0,1
04-Jan-2022 22:00:00,4,2,0.916666666666667,2,106.895,1641329709,52.7,1,0,0,1,1,0,0
04-Jan-2022 23:00:00,4,2,0.958333333333333,2,106.392,1641333308,52,1,0,0,1,1,0,0
05-Jan-2022 00:00:00,5,3,0,2,106.467,1641336908,52.2,1,0,0,1,1,0,0
05-Jan-2022 01:00:00,5,3,0.0416666666666667,2,106.292,1641340508,50.8,1,0,0,1,1,0,0
05-Jan-2022 02:00:00,5,3,0.0833333333333333,2,106.486,1641344109,50.8,1,0,0,1,1,0,0
05-Jan-2022 03:00:00,5,3,0.125,2,105.943,1641347708,50.2,1,0,0,1,1,0,0
05-Jan-2022 04:00:00,5,3,0.166666666666667,2,108.06,1641351309,50,1,0,0,1,1,0,0
05-Jan-2022 05:00:00,5,3,0.208333333333333,2,107.913,1641354908,50.2,1,0,0,1,1,0,0
05-Jan-2022 06:00:00,5,3,0.25,2,165.434,1641358508,52.6,1,0,0,1,0,0,1
05-Jan-2022 07:00:00,5,3,0.291666666666667,2,176.563,1641362108,59,1,1,1,1,0,1,0
05-Jan-2022 08:00:00,5,3,0.333333333333333,2,178.455,1641365708,69.5,1,1,1,1,0,1,0
05-Jan-2022 09:00:00,5,3,0.375,2,190.192,1641369308,72.5,1,1,1,1,0,1,0
05-Jan-2022 10:00:00,5,3,0.416666666666667,2,197.512,1641372908,82.3,1,1,1,1,0,0,1
05-Jan-2022 11:00:00,5,3,0.458333333333333,2,197.667,1641376508,76.5,1,1,1,1,0,0,1
05-Jan-2022 12:00:00,5,3,0.5,2,197.286,1641380108,75.6,1,1,1,1,0,0,1
05-Jan-2022 13:00:00,5,3,0.541666666666667,2,198.437,1641383708,73.1,1,1,1,1,0,0,1
05-Jan-2022 14:00:00,5,3,0.583333333333333,2,190.141,1641387308,71.1,1,1,1,1,0,0,1
05-Jan-2022 15:00:00,5,3,0.625,2,193.822,1641390908,57.4,1,1,1,1,0,0,1
05-Jan-2022 16:00:00,5,3,0.666666666666667,2,186.479,1641394508,50.4,1,0,0,1,0,0,1
05-Jan-2022 17:00:00,5,3,0.708333333333333,2,183.824,1641398108,49.7,1,0,0,1,0,0,1
05-Jan-2022 18:00:00,5,3,0.75,2,182.783,1641401708,50.6,1,0,0,1,0,1,0
05-Jan-2022 19:00:00,5,3,0.791666666666667,2,129.453,1641405308,50.2,1,0,0,1,0,1,0
05-Jan-2022 20:00:00,5,3,0.833333333333333,2,116.748,1641408909,50.4,1,0,0,1,0,0,1
05-Jan-2022 21:00:00,5,3,0.875,2,115.916,1641412508,52.4,1,0,0,1,0,0,1
05-Jan-2022 22:00:00,5,3,0.916666666666667,2,114.349,1641416108,52.9,1,0,0,1,1,0,0
05-Jan-2022 23:00:00,5,3,0.958333333333333,2,112.646,1641419708,52.4,1,0,0,1,1,0,0
06-Jan-2022 00:00:00,6,4,0,2,111.482,1641423308,58.5,1,0,0,1,1,0,0
06-Jan-2022 01:00:00,6,4,0.0416666666666667,2,109.557,1641426909,74.3,1,0,0,1,1,0,0
06-Jan-2022 02:00:00,6,4,0.0833333333333333,2,109.955,1641430508,75.1,1,0,0,1,1,0,0
06-Jan-2022 03:00:00,6,4,0.125,2,109.108,1641434108,75.4,1,0,0,1,1,0,0
06-Jan-2022 04:00:00,6,4,0.166666666666667,2,110.197,1641437708,73.3,1,0,0,1,1,0,0
06-Jan-2022 05:00:00,6,4,0.208333333333333,2,108.911,1641441308,71.5,1,0,0,1,1,0,0
06-Jan-2022 06:00:00,6,4,0.25,2,167.076,1641444909,72.7,1,0,0,1,0,0,1
06-Jan-2022 07:00:00,6,4,0.291666666666667,2,181.748,1641448508,77.6,1,1,1,1,0,1,0
06-Jan-2022 08:00:00,6,4,0.333333333333333,2,185.315,1641452107,88.4,1,1,1,1,0,1,0
06-Jan-2022 09:00:00,6,4,0.375,2,199.255,1641455708,94.1,1,1,1,1,0,1,0
06-Jan-2022 10:00:00,6,4,0.416666666666667,2,203.748,1641459308,99,1,1,1,1,0,0,1
06-Jan-2022 11:00:00,6,4,0.458333333333333,2,209.663,1641462908,95.6,1,1,1,1,0,0,1
06-Jan-2022 12:00:00,6,4,0.5,2,209.263,1641466508,93.6,1,1,1,1,0,0,1
06-Jan-2022 13:00:00,6,4,0.541666666666667,2,210.793,1641470108,88,1,1,1,1,0,0,1
06-Jan-2022 14:00:00,6,4,0.583333333333333,2,207.362,1641473708,88.6,1,1,1,1,0,0,1
06-Jan-2022 15:00:00,6,4,0.625,2,206.385,1641477308,86,1,1,1,1,0,0,1
06-Jan-2022 16:00:00,6,4,0.666666666666667,2,203.946,1641480908,79.4,1,0,0,1,0,0,1
06-Jan-2022 17:00:00,6,4,0.708333333333333,2,202.91,1641484508,76.1,1,0,0,1,0,0,1
06-Jan-2022 18:00:00,6,4,0.75,2,193.551,1641488108,75.6,1,0,0,1,0,1,0
06-Jan-2022 19:00:00,6,4,0.791666666666667,2,139.327,1641491708,75.6,1,0,0,1,0,1,0
06-Jan-2022 20:00:00,6,4,0.833333333333333,2,121.922,1641495308,63.5,1,0,0,1,0,0,1
06-Jan-2022 21:00:00,6,4,0.875,2,118.897,1641498908,51.8,1,0,0,1,0,0,1
06-Jan-2022 22:00:00,6,4,0.916666666666667,2,117.779,1641502508,52.2,1,0,0,1,1,0,0
06-Jan-2022 23:00:00,6,4,0.958333333333333,2,115.384,1641506107,52,1,0,0,1,1,0,0
07-Jan-2022 00:00:00,7,5,0,2,115.799,1641509709,52.7,1,0,0,1,1,0,0
07-Jan-2022 01:00:00,7,5,0.0416666666666667,2,115.276,1641513308,51.3,1,0,0,1,1,0,0
07-Jan-2022 02:00:00,7,5,0.0833333333333333,2,114.591,1641516908,49.5,1,0,0,1,1,0,0
07-Jan-2022 03:00:00,7,5,0.125,2,114.41,1641520508,49.9,1,0,0,1,1,0,0
07-Jan-2022 04:00:00,7,5,0.166666666666667,2,113.977,1641524109,49.9,1,0,0,1,1,0,0
07-Jan-2022 05:00:00,7,5,0.208333333333333,2,112.854,1641527707,49.3,1,0,0,1,1,0,0
07-Jan-2022 06:00:00,7,5,0.25,2,169.964,1641531309,48.8,1,0,0,1,0,0,1
07-Jan-2022 07:00:00,7,5,0.291666666666667,2,183.902,1641534908,46.8,1,1,1,1,0,1,0
07-Jan-2022 08:00:00,7,5,0.333333333333333,2,190.443,1641538508,48.1,1,1,1,1,0,1,0
07-Jan-2022 09:00:00,7,5,0.375,2,203.167,1641542108,49.5,1,1,1,1,0,1,0
07-Jan-2022 10:00:00,7,5,0.416666666666667,2,207.419,1641545709,49.7,1,1,1,1,0,0,1
07-Jan-2022 11:00:00,7,5,0.458333333333333,2,205.187,1641549308,48.4,1,1,1,1,0,0,1
07-Jan-2022 12:00:00,7,5,0.5,2,209.443,1641552908,49,1,1,1,1,0,0,1
07-Jan-2022 13:00:00,7,5,0.541666666666667,2,208.847,1641556508,48.2,1,1,1,1,0,0,1
07-Jan-2022 14:00:00,7,5,0.583333333333333,2,207.888,1641560108,49.3,1,1,1,1,0,0,1
07-Jan-2022 15:00:00,7,5,0.625,2,206.412,1641563708,49.3,1,1,1,1,0,0,1
07-Jan-2022 16:00:00,7,5,0.666666666666667,2,205.591,1641567309,49.7,1,0,0,1,0,0,1
07-Jan-2022 17:00:00,7,5,0.708333333333333,2,200.187,1641570909,49.5,1,0,0,1,0,0,1
07-Jan-2022 18:00:00,7,5,0.75,2,192.818,1641574508,50,1,0,0,1,0,1,0
07-Jan-2022 19:00:00,7,5,0.791666666666667,2,130.767,1641578108,49.5,1,0,0,1,0,1,0
07-Jan-2022 20:00:00,7,5,0.833333333333333,2,117.297,1641581708,50,1,0,0,1,0,0,1
07-Jan-2022 21:00:00,7,5,0.875,2,115.861,1641585309,52.2,1,0,0,1,0,0,1
07-Jan-2022 22:00:00,7,5,0.916666666666667,2,112.275,1641588908,51.8,1,0,0,1,1,0,0
07-Jan-2022 23:00:00,7,5,0.958333333333333,2,110.645,1641592508,51.7,1,0,0,1,1,0,0
08-Jan-2022 00:00:00,8,6,0,2,111.185,1641596108,52.7,1,0,0,0,1,0,0
08-Jan-2022 01:00:00,8,6,0.0416666666666667,2,113.323,1641599708,52.4,1,0,0,0,1,0,0
08-Jan-2022 02:00:00,8,6,0.0833333333333333,2,112.997,1641603308,52.4,1,0,0,0,1,0,0
08-Jan-2022 03:00:00,8,6,0.125,2,113.829,1641606908,52.6,1,0,0,0,1,0,0
08-Jan-2022 04:00:00,8,6,0.166666666666667,2,112.949,1641610508,52.7,1,0,0,0,1,0,0
08-Jan-2022 05:00:00,8,6,0.208333333333333,2,113.157,1641614108,52.6,1,0,0,0,1,0,0
08-Jan-2022 06:00:00,8,6,0.25,2,163.266,1641617708,50.6,1,0,0,0,1,0,0
08-Jan-2022 07:00:00,8,6,0.291666666666667,2,178.106,1641621308,49.1,1,0,1,0,1,0,0
08-Jan-2022 08:00:00,8,6,0.333333333333333,2,178.391,1641624908,49.7,1,0,1,0,1,0,0
08-Jan-2022 09:00:00,8,6,0.375,2,181.064,1641628508,51.7,1,0,1,0,1,0,0
08-Jan-2022 10:00:00,8,6,0.416666666666667,2,183.556,1641632108,52,1,0,1,0,1,0,0
08-Jan-2022 11:00:00,8,6,0.458333333333333,2,183.538,1641635708,50.9,1,0,1,0,1,0,0
08-Jan-2022 12:00:00,8,6,0.5,2,187.049,1641639308,51.5,1,0,1,0,1,0,0
08-Jan-2022 13:00:00,8,6,0.541666666666667,2,191.289,1641642908,51.3,1,0,1,0,1,0,0
08-Jan-2022 14:00:00,8,6,0.583333333333333,2,190.643,1641646509,51.5,1,0,1,0,1,0,0
08-Jan-2022 15:00:00,8,6,0.625,2,191.236,1641650108,50,1,0,1,0,1,0,0
08-Jan-2022 16:00:00,8,6,0.666666666666667,2,189.089,1641653708,50,1,0,0,0,1,0,0
08-Jan-2022 17:00:00,8,6,0.708333333333333,2,187.741,1641657309,49.5,1,0,0,0,1,0,0
08-Jan-2022 18:00:00,8,6,0.75,2,187.298,1641660909,49.7,1,0,0,0,1,0,0
08-Jan-2022 19:00:00,8,6,0.791666666666667,2,127.81,1641664509,49.5,1,0,0,0,1,0,0
08-Jan-2022 20:00:00,8,6,0.833333333333333,2,114.372,1641668109,49.7,1,0,0,0,1,0,0
08-Jan-2022 21:00:00,8,6,0.875,2,114.604,1641671708,51.7,1,0,0,0,1,0,0
08-Jan-2022 22:00:00,8,6,0.916666666666667,2,114.749,1641675308,52,1,0,0,0,1,0,0
08-Jan-2022 23:00:00,8,6,0.958333333333333,2,114.97,1641678908,52.2,1,0,0,0,1,0,0
09-Jan-2022 00:00:00,9,7,0,3,117.153,1641682508,52.2,1,0,0,0,1,0,0
09-Jan-2022 01:00:00,9,7,0.0416666666666667,3,115.036,1641686108,51.8,1,0,0,0,1,0,0
09-Jan-2022 02:00:00,9,7,0.0833333333333333,3,114.833,1641689708,51.8,1,0,0,0,1,0,0
09-Jan-2022 03:00:00,9,7,0.125,3,114.102,1641693308,49.5,1,0,0,0,1,0,0
09-Jan-2022 04:00:00,9,7,0.166666666666667,3,115.074,1641696907,50.4,1,0,0,0,1,0,0
09-Jan-2022 05:00:00,9,7,0.208333333333333,3,114.222,1641700508,49.9,1,0,0,0,1,0,0
09-Jan-2022 06:00:00,9,7,0.25,3,111.128,1641704109,56.5,1,0,0,0,1,0,0
09-Jan-2022 07:00:00,9,7,0.291666666666667,3,111.318,1641707708,65.5,1,0,1,0,1,0,0
09-Jan-2022 08:00:00,9,7,0.333333333333333,3,111.411,1641711308,64.6,1,0,1,0,1,0,0
09-Jan-2022 09:00:00,9,7,0.375,3,111.22,1641714908,66.1,1,0,1,0,1,0,0
09-Jan-2022 10:00:00,9,7,0.416666666666667,3,112.706,1641718508,67.3,1,0,1,0,1,0,0
09-Jan-2022 11:00:00,9,7,0.458333333333333,3,114.286,1641722108,67.1,1,0,1,0,1,0,0
09-Jan-2022 12:00:00,9,7,0.5,3,115.513,1641725708,65.2,1,0,1,0,1,0,0
09-Jan-2022 13:00:00,9,7,0.541666666666667,3,115.879,1641729308,65.2,1,0,1,0,1,0,0
09-Jan-2022 14:00:00,9,7,0.583333333333333,3,116.298,1641732908,63,1,0,1,0,1,0,0
09-Jan-2022 15:00:00,9,7,0.625,3,117.646,1641736508,54.5,1,0,1,0,1,0,0
09-Jan-2022 16:00:00,9,7,0.666666666666667,3,115.3,1641740108,49.7,1,0,0,0,1,0,0
09-Jan-2022 17:00:00,9,7,0.708333333333333,3,114.517,1641743708,49.7,1,0,0,0,1,0,0
09-Jan-2022 18:00:00,9,7,0.75,3,114.088,1641747308,49.9,1,0,0,0,1,0,0
09-Jan-2022 19:00:00,9,7,0.791666666666667,3,114.223,1641750909,50.4,1,0,0,0,1,0,0
09-Jan-2022 20:00:00,9,7,0.833333333333333,3,114.06,1641754508,50.4,1,0,0,0,1,0,0
09-Jan-2022 21:00:00,9,7,0.875,3,114.539,1641758108,52.2,1,0,0,0,1,0,0
09-Jan-2022 22:00:00,9,7,0.916666666666667,3,114.296,1641761708,52.6,1,0,0,0,1,0,0
09-Jan-2022 23:00:00,9,7,0.958333333333333,3,113.258,1641765309,52,1,0,0,0,1,0,0
10-Jan-2022 00:00:00,10,1,0,3,113.472,1641768908,52.9,1,0,0,1,1,0,0
10-Jan-2022 01:00:00,10,1,0.0416666666666667,3,112.216,1641772507,52.9,1,0,0,1,1,0,0
10-Jan-2022 02:00:00,10,1,0.0833333333333333,3,111.385,1641776108,52.7,1,0,0,1,1,0,0
10-Jan-2022 03:00:00,10,1,0.125,3,111.937,1641779709,53.5,1,0,0,1,1,0,0
10-Jan-2022 04:00:00,10,1,0.166666666666667,3,111.436,1641783308,52.7,1,0,0,1,1,0,0
10-Jan-2022 05:00:00,10,1,0.208333333333333,3,111.359,1641786909,51.7,1,0,0,1,1,0,0
10-Jan-2022 06:00:00,10,1,0.25,3,164.969,1641790509,53.1,1,0,0,1,0,0,1
10-Jan-2022 07:00:00,10,1,0.291666666666667,3,187.551,1641794108,57.1,1,1,1,1,0,1,0
10-Jan-2022 08:00:00,10,1,0.333333333333333,3,198.566,1641797708,64.6,1,1,1,1,0,1,0
10-Jan-2022 09:00:00,10,1,0.375,3,209.151,1641801308,66.1,1,1,1,1,0,1,0
10-Jan-2022 10:00:00,10,1,0.416666666666667,3,218.258,1641804908,68,1,1,1,1,0,0,1
10-Jan-2022 11:00:00,10,1,0.458333333333333,3,219.665,1641808508,64.3,1,1,1,1,0,0,1
10-Jan-2022 12:00:00,10,1,0.5,3,220.771,1641812108,64.8,1,1,1,1,0,0,1
10-Jan-2022 13:00:00,10,1,0.541666666666667,3,225.066,1641815708,68.6,1,1,1,1,0,0,1
10-Jan-2022 14:00:00,10,1,0.583333333333333,3,231.356,1641819309,62.5,1,1,1,1,0,0,1
10-Jan-2022 15:00:00,10,1,0.625,3,222.803,1641822908,53.6,1,1,1,1,0,0,1
10-Jan-2022 16:00:00,10,1,0.666666666666667,3,214.081,1641826508,49.3,1,0,0,1,0,0,1
10-Jan-2022 17:00:00,10,1,0.708333333333333,3,206.791,1641830108,48.8,1,0,0,1,0,0,1
10-Jan-2022 18:00:00,10,1,0.75,3,203.114,1641833708,48.8,1,0,0,1,0,1,0
10-Jan-2022 19:00:00,10,1,0.791666666666667,3,144.251,1641837308,48.8,1,0,0,1,0,1,0
10-Jan-2022 20:00:00,10,1,0.833333333333333,3,130.414,1641840908,49,1,0,0,1,0,0,1
10-Jan-2022 21:00:00,10,1,0.875,3,127.27,1641844508,50.9,1,0,0,1,0,0,1
10-Jan-2022 22:00:00,10,1,0.916666666666667,3,126.758,1641848108,50.9,1,0,0,1,1,0,0
10-Jan-2022 23:00:00,10,1,0.958333333333333,3,126.087,1641851708,50.6,1,0,0,1,1,0,0
11-Jan-2022 00:00:00,11,2,0,3,125.813,1641855308,51.5,1,0,0,1,1,0,0
11-Jan-2022 01:00:00,11,2,0.0416666666666667,3,125.282,1641858908,50.8,1,0,0,1,1,0,0
11-Jan-2022 02:00:00,11,2,0.0833333333333333,3,126.496,1641862508,51.1,1,0,0,1,1,0,0
11-Jan-2022 03:00:00,11,2,0.125,3,126.791,1641866108,51.7,1,0,0,1,1,0,0
11-Jan-2022 04:00:00,11,2,0.166666666666667,3,126.853,1641869707,51.7,1,0,0,1,1,0,0
11-Jan-2022 05:00:00,11,2,0.208333333333333,3,125.991,1641873308,50.8,1,0,0,1,1,0,0
11-Jan-2022 06:00:00,11,2,0.25,3,178.699,1641876908,52.6,1,0,0,1,0,0,1
11-Jan-2022 07:00:00,11,2,0.291666666666667,3,196.393,1641880508,55.1,1,1,1,1,0,1,0
11-Jan-2022 08:00:00,11,2,0.333333333333333,3,209.535,1641884108,57.4,1,1,1,1,0,1,0
11-Jan-2022 09:00:00,11,2,0.375,3,223.105,1641887708,72.2,1,1,1,1,0,1,0
11-Jan-2022 10:00:00,11,2,0.416666666666667,3,223.195,1641891309,76.9,1,1,1,1,0,0,1
11-Jan-2022 11:00:00,11,2,0.458333333333333,3,228.321,1641894908,76.7,1,1,1,1,0,0,1
11-Jan-2022 12:00:00,11,2,0.5,3,229.757,1641898508,79.2,1,1,1,1,0,0,1
11-Jan-2022 13:00:00,11,2,0.541666666666667,3,228.87,1641902108,79.7,1,1,1,1,0,0,1
11-Jan-2022 14:00:00,11,2,0.583333333333333,3,230.58,1641905708,77.8,1,1,1,1,0,0,1
11-Jan-2022 15:00:00,11,2,0.625,3,229.563,1641909308,66.6,1,1,1,1,0,0,1
