Power [kW]
70.86
57.15
54.96
53.76
81.81
139.15
206.66
186.90
129.97
91.04
49.22
47.07
41.11
32.51
31.00
51.09
192.67
330.38
360.56
350.03
346.00
277.86
193.15
126.46
86.59
83.83
85.93
87.70
115.71
177.28
247.11
229.74
198.67
154.40
106.90
99.56
86.08
78.58
76.20
95.19
233.36
337.29
363.36
351.02
346.37
276.00
186.67
112.06
67.34
60.53
57.87
57.53
84.28
141.84
206.04
186.01
160.31
122.28
81.87
82.79
77.06
74.58
72.59
90.49
227.36
329.71
355.46
343.64
339.02
270.43
183.36
110.18
65.50
60.19
57.73
57.76
87.64
149.52
223.43
209.71
180.51
141.19
101.17
98.14
87.76
84.28
82.88
102.84
242.98
349.09
375.93
367.14
364.73
298.70
212.74
141.77
100.21
95.25
94.39
94.71
123.58
182.84
250.27
232.82
201.25
160.29
118.63
114.46
101.17
94.53
90.22
106.88
250.21
360.36
389.61
381.53
380.10
312.82
228.25
157.84
113.98
108.36
107.73
109.56
136.63
195.10
262.19
244.75
209.75
160.92
113.74
108.00
95.93
88.39
82.98
99.65
239.09
343.92
372.89
363.72
359.51
293.59
209.10
137.41
94.82
89.93
85.76
85.14
113.42
172.97
242.60
216.97
149.47
105.61
65.07
64.22
59.01
54.19
53.49
68.84
203.77
336.05
362.69
349.52
343.89
273.83
185.12
111.00
65.41
57.62
53.63
51.99
78.59
136.23
202.56
182.10
127.23
92.77
57.81
63.24
63.11
57.41
55.57
71.94
201.32
357.70
390.92
385.36
387.54
322.70
239.37
169.63
126.09
118.92
117.09
117.48
146.24
205.26
272.70
254.04
219.95
177.12
132.86
128.15
118.01
113.10
109.86
128.18
255.68
377.97
404.99
395.77
394.33
326.79
242.09
172.15
129.88
125.15
122.77
123.82
150.67
207.49
274.79
255.68
221.03
174.83
128.45
120.54
107.93
102.54
99.46
116.67
243.47
365.52
392.71
383.47
381.88
312.88
225.45
152.24
105.22
97.72
94.81
92.22
118.18
177.34
245.13
225.20
195.55
157.49
117.36
113.95
102.24
93.55
87.13
100.99
220.77
333.57
358.96
349.28
344.73
274.80
187.20
113.93
71.62
69.01
70.08
73.86
104.45
163.44
229.33
210.04
175.87
130.04
86.93
84.98
78.80
76.81
75.50
94.44
220.50
340.48
368.77
361.70
359.64
293.94
212.80
137.69
90.95
87.83
88.19
94.33
120.38
174.80
248.17
232.64
197.70
148.16
97.51
87.18
76.03
70.43
66.67
83.44
206.45
323.12
348.45
336.19
328.52
256.29
165.00
