Location: Central NY                                                                                
      43.639496     -75.719330       30.00
          16        1.00        0.00
         3.8   3.7   2.8   2.0   1.8   2.8   6.7   7.9   7.3   7.0   7.4  10.2  15.5  10.2   6.4   4.6
  1.00    29    34    41    61    58    35    16    16    17    19    18    14    10    12    22    23
  2.00    93    92   107   142   144   101    53    51    60    69    63    52    35    52    71    85
  3.00   152   138   154   180   173   151    84    82    93   107   118   103    76   103   129   146
  4.00   230   197   208   204   217   174   137   139   153   176   178   174   149   189   199   224
  5.00   214   215   232   194   176   193   183   183   198   207   205   215   196   209   217   229
  6.00   155   183   174   148   157   181   214   207   200   197   183   170   180   164   177   167
  7.00    73    80    66    49    50    85   135   138   135   116   115   109   121   110    98    81
  8.00    33    38    13    13    10    35    69    77    78    67    66    70    85    74    48    28
  9.00    13    15     4     5     7    19    42    52    43    26    32    42    61    41    26    14
 10.00     7     5     1     3     5    15    26    29    16    11    15    25    39    23     9     4
 11.00     1     2     1     1     2     8    16    15     5     4     5    12    23    13     3     1
 12.00     1     1     0     0     0     3    12     6     2     0     2     8    12     5     0     0
 13.00     0     0     0     0     0     1     7     2     1     0     0     4     6     2     0     0
 14.00     0     0     0     0     0     0     4     1     0     0     0     2     2     1     0     0
 15.00     0     0     0     0     0     0     1     0     0     0     0     1     2     0     0     0
 16.00     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     0
 17.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 18.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 19.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 20.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 21.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 22.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 23.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 24.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 25.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 26.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 27.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 28.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 29.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 30.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 31.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 32.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 33.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 34.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 35.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 36.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
