Location: Central NY                                                                                
      43.769600     -75.589699       90.00
          16        1.00        0.00
         4.5   4.1   3.0   1.9   1.7   2.0   4.3   7.6   8.2   7.4   8.0  11.8  15.4   8.5   6.5   5.0
  1.00    13    14    22    29    31    24    17     8     9     9     9     5     5     8    12    15
  2.00    48    51    64    87    98    75    40    25    24    27    30    20    16    28    39    45
  3.00    84    81    98   117   125   104    57    36    37    48    47    35    30    55    73    86
  4.00   110   108   117   129   128   112    70    42    42    55    61    48    45    74    92   106
  5.00   145   122   135   136   115    98    74    49    55    71    80    72    70   105   120   140
  6.00   146   132   127   116   125   107    80    65    68    84    92   101   100   128   139   148
  7.00   129   139   140   120   104   101    89    70    79    96   114   111   116   128   129   132
  8.00   109   122   120    94    73    99    88    75    93   104   116   119   123   118   128   110
  9.00    83    88    81    71    72    84    87    90   100   105   107   118   113   108   107    94
 10.00    61    68    57    53    49    62    97    95   107   102   101   106    99    87    75    60
 11.00    38    38    25    24    33    47    87   111   120   105    90    84    82    69    44    32
 12.00    19    18     9    12    25    35    64   102   106    82    65    60    63    40    26    19
 13.00     7     9     4     7    12    22    47    77    70    56    39    39    45    24    11     7
 14.00     5     5     2     2     4    15    32    57    41    29    21    27    33    14     4     3
 15.00     2     1     0     1     3     8    17    39    27    13    15    19    24     9     1     1
 16.00     1     1     0     1     2     3    15    23    14     8     7    12    15     4     0     0
 17.00     0     1     0     0     0     2    11    16     4     3     5    10     8     2     0     0
 18.00     0     0     0     0     0     1    10    10     3     1     1     5     6     1     0     0
 19.00     0     0     0     0     0     0     7     6     1     0     0     3     2     0     0     0
 20.00     0     0     0     0     0     0     4     3     0     0     0     2     2     0     0     0
 21.00     0     0     0     0     0     0     3     1     0     0     0     1     1     0     0     0
 22.00     0     0     0     0     0     0     2     1     0     0     0     1     1     0     0     0
 23.00     0     0     0     0     0     0     1     0     0     0     0     0     1     0     0     0
 24.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 25.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 26.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 27.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 28.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 29.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 30.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 31.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 32.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 33.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 34.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 35.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 36.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
