Location: Central NY                                                                                
      43.546181     -75.530991       30.00
          16        1.00        0.00
         4.4   3.7   2.3   1.7   1.9   3.3   7.2   7.9   7.2   6.7   7.7   9.6  13.8  10.5   6.9   5.1
  1.00    29    33    56    73    69    37    19    21    24    26    25    18    12    16    23    26
  2.00    88    95   125   146   156   108    63    70    83    91    80    67    44    52    73    76
  3.00   133   153   173   187   183   150   103   108   126   144   136   122    86   102   130   144
  4.00   221   195   217   206   214   192   162   170   182   202   186   188   159   180   203   222
  5.00   224   227   217   199   185   202   216   212   208   214   202   208   202   212   221   229
  6.00   165   179   160   139   135   168   202   196   182   164   179   155   174   165   172   169
  7.00    77    76    40    33    36    74   105   106   102    97    99   101   117   114    98    83
  8.00    40    24     8     8    10    33    55    58    56    39    53    65    79    71    43    32
  9.00    15    11     2     5     6    17    33    32    22    16    24    38    57    41    25    13
 10.00     5     5     0     2     5    11    20    15     9     5    11    20    34    25     9     4
 11.00     1     1     0     1     2     5    12     7     3     1     4    11    19    12     3     2
 12.00     1     1     0     0     0     3     8     2     1     0     1     6    10     5     0     0
 13.00     0     0     0     0     0     0     2     0     0     0     0     2     4     2     0     0
 14.00     0     0     0     0     0     0     1     0     0     0     0     1     2     0     0     0
 15.00     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     0
 16.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 17.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 18.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 19.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 20.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 21.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 22.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 23.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 24.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 25.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 26.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 27.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 28.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 29.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 30.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 31.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 32.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 33.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 34.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 35.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
 36.00     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
