Power [kW]
8932
10300
9182
9586
9518
8878
10686
9338
10286
9224
10376
8724
9702
10592
9112
10484
9102
10528
9338
9974
9788
9094
10412
8820
10204
9520
9070
9130
9774
8880
10480
9044
10602
9092
10494
9352
10582
9260
10506
9260
9066
10726
9092
10444
9100
10274
9044
10032
9080
9172
9902
8824
10160
9108
10402
9224
9194
10692
9162
10632
9508
9258
10974
9230
10278
10050
9300
10824
9266
10532
9312
8930
10532
8966
10262
9166
10254
9250
9228
11262
9990
11878
10812
12138
10758
11080
11814
10404
11928
9838
11224
9410
10642
9368
10452
9198
9264
10104
8894
10408
8878
10308
9874
9856
11558
10684
10698
12404
10748
12242
10760
10978
11430
9916
11216
9728
10378
9212
10540
8888
10480
8852
10314
8810
10214
9036
10842
10148
10198
12398
10274
12672
10900
12584
10708
12402
10574
11666
10066
11006
9664
9472
10766
9208
10792
9076
10622
9098
10426
9418
10896
10048
11366
10390
11368
11254
10698
12418
10596
12354
10334
11628
9690
10912
9612
10634
9266
10306
9126
9610
9650
8926
10206
8938
10816
9630
11620
10238
12110
10702
12096
10908
12238
10720
11806
10224
10082
10538
9624
10194
9316
10060
8916
10374
8844
10208
8950
9248
10240
9208
10820
9502
10974
9482
10802
9550
10892
9622
10940
9638
10708
9578
9334
10842
9110
10664
8960
10592
9046
10364
9228
10356
9330
10556
9436
10732
9636
10380
10224
9434
10986
9424
11020
9620
11178
9506
10670
9620
10582
9356
10494
9228
9432
10144
9054
10606
9378
11378
10256
12622
11094
12622
11312
12406
11188
12486
10478
11922
9688
11064
10518
9236
10614
9368
10616
9138
10392
9012
10544
9054
10986
10036
11644
11990
11180
13478
11766
9606
13214
12130
13176
11024
10632
10108
12044
9972
9874
11538
9916
9616
9746
11302
9844
9592
9950
12620
10212
12522
11548
11268
11320
13614
11306
11208
13390
10530
10166
11368
9708
9530
10542
9720
10634
9138
9040
10624
9230
8946
11404
9854
12036
10976
11034
11244
13658
12286
12234
12202
11832
11352
11634
11870
10494
10044
9724
9528
11094
9646
9308
9388
9322
9470
11488
10626
10982
11416
11478
11522
13782
11954
11826
11420
11356
10892
12344
10570
10122
10060
9858
11326
9998
9666
9586
9472
9442
11246
9988
10038
10178
10146
12160
10706
10554
10506
10624
11058
11698
10846
10458
10222
10232
12010
10006
10098
9820
9538
9528
11174
9750
9600
9830
9924
11876
10588
10256
10276
10506
12486
11062
10666
10868
10786
10608
12454
10546
10968
10376
10216
10092
11694
10186
10206
9806
9896
10142
12350
11002
10920
10866
10956
11158
13050
11628
11122
11330
11302
11850
12324
11166
10876
10570
10356
11974
10350
9858
9858
10014
11722
10786
10934
11578
12332
12498
13012
14958
13192
12806
12780
12402
14424
12430
11650
11364
11170
12698
10924
10358
10264
10084
10042
11612
10454
10462
10688
11372
14142
12690
12556
12490
12688
14730
12828
12214
12350
12072
13742
11526
11600
10840
10426
12136
10536
10146
10086
10100
10266
12214
11178
11826
12134
12416
12512
14758
13058
12710
12590
12544
12344
13970
12010
11362
11164
10796
12342
10660
10188
10042
9868
10448
11284
10540
11128
11404
11784
12010
14482
12055
12435
12280
12426
12648
13116
11738
11192
10836
10748
12086
10578
9954
10418
9380
10696
9972
9814
10136
12138
10646
10764
11074
11476
11226
11348
11520
11374
11380
11424
11376
11194
10924
10756
10582
10354
10306
10322
11706
10096
9998
10242
10174
10300
10328
10670
10808
10800
11030
10942
11134
11156
11290
12812
11210
11112
10820
11130
10814
10688
10262
10130
9952
9870
9890
9836
10408
10904
11458
11960
12444
14734
12836
12750
12862
13048
12576
12292
12154
11688
11044
12200
11096
10860
10562
10420
10224
10030
10002
10076
10464
12214
12422
12224
12896
12614
12852
12886
12984
12794
12680
12762
12190
11814
11706
11638
11282
10712
10648
10498
10170
10560
11216
10362
10594
11064
11600
12122
12162
12542
14766
12842
12620
12534
12320
12176
12608
12978
11736
11310
10756
10454
10198
11628
10144
9732
9796
9890
10202
10648
13210
11892
12600
12552
12492
12848
12714
14868
12392
12648
12218
11892
11454
11294
12922
10898
10812
10250
9944
9838
9820
10846
10942
11102
11254
11900
12296
12390
14584
12806
12612
12362
12226
11916
13668
11508
11474
11054
10588
10176
10186
11722
10052
10152
9744
9868
9966
10094
10302
12392
11274
11370
11742
12040
11794
12454
12952
12026
11452
11230
10876
10898
10562
12076
10414
10098
9994
9900
9956
9866
11754
10410
10452
10840
11322
11900
14106
12616
12306
12180
11834
11670
12280
12674
11356
10914
10728
10598
10402
11768
10140
9826
9774
9782
10232
10948
11412
14130
12566
12404
12596
12800
12772
12756
14818
12380
12200
11556
11552
11186
10946
12316
10520
10122
10038
9940
9690
9772
12000
11150
11526
12444
12482
12880
12870
15298
14354
14084
13804
13578
12992
12574
14072
12058
11256
10862
10626
10486
10720
11400
10362
10166
10678
11300
11610
12306
13124
13366
13684
13734
11196
13608
12944
12562
12318
12024
11676
11622
11230
11044
10568
10512
10238
10300
10092
10346
10616
11410
11618
12502
