Power [kW]
3.0
3.0
3.0
3.0
3.0
3.0
3.0
26.7
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
6.9
7.1
7.3
7.6
7.6
7.3
7.6
7.4
7.3
7.1
27.1
25.1
25.0
4.7
1.0
21.0
21.0
1.0
1.0
23.0
3.0
6.7
6.7
3.0
3.0
6.7
6.7
3.0
3.0
6.7
6.7
6.7
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
6.9
7.1
7.3
7.6
7.7
7.7
8.1
8.1
8.3
8.4
8.6
28.6
26.4
26.3
6.1
6.0
25.7
25.7
5.6
5.7
27.7
7.9
7.9
7.9
7.7
7.9
7.9
8.0
8.1
8.3
8.3
8.4
8.3
8.3
8.3
28.1
26.1
25.9
5.7
5.7
25.4
25.4
5.6
5.7
27.7
7.7
7.9
7.9
8.3
8.4
8.6
8.7
8.7
8.7
8.9
8.9
8.9
8.9
9.0
29.0
27.0
27.0
7.3
7.4
27.4
27.4
7.4
7.3
29.3
9.3
9.3
9.3
9.1
9.1
9.1
9.3
9.4
9.4
9.7
9.7
9.9
10.0
10.0
30.0
27.7
27.6
7.3
7.1
27.0
27.0
6.7
6.7
29.0
9.1
9.3
9.3
9.4
9.6
9.7
9.9
10.0
10.0
10.4
10.6
10.6
10.4
10.4
30.4
27.9
27.7
7.4
7.3
27.3
27.3
7.1
7.0
29.0
9.1
9.1
9.1
9.6
9.7
9.6
9.9
9.9
9.9
9.7
9.7
9.9
9.7
9.4
29.4
27.1
26.7
6.3
6.0
25.9
25.9
5.3
5.0
27.0
7.0
6.9
6.9
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
6.7
7.0
7.0
7.3
7.4
7.6
7.6
7.7
7.7
7.7
7.9
8.1
8.3
8.3
28.3
26.0
25.9
5.6
5.6
25.6
25.6
5.7
6.1
28.1
8.1
8.0
8.0
7.9
7.9
7.7
7.9
7.7
7.7
7.7
7.9
8.0
7.9
8.1
28.1
25.7
25.4
5.3
5.0
24.7
24.7
1.0
1.0
27.0
7.0
7.1
7.1
7.4
7.7
7.7
7.7
8.0
8.0
8.4
8.7
8.4
8.4
8.6
28.6
25.6
25.3
5.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
6.7
3.0
6.7
6.7
6.7
26.7
21.0
24.7
4.7
4.9
24.9
24.7
4.7
1.0
23.0
3.0
3.0
3.0
3.0
3.0
6.7
6.7
6.7
6.7
6.7
6.9
6.9
6.7
6.7
26.7
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
6.7
3.0
3.0
3.0
6.7
26.7
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
6.7
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
26.7
6.9
6.9
6.9
7.0
6.9
6.9
6.9
6.9
6.9
6.9
7.0
7.0
7.1
7.1
27.1
25.0
25.0
4.9
4.9
25.0
25.0
4.9
4.7
26.7
3.0
3.0
3.0
6.7
6.9
6.9
7.0
6.9
6.9
6.9
6.9
7.0
7.0
7.0
27.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
23.0
21.0
21.0
1.0
1.0
21.0
21.0
1.0
1.0
23.0
3.0
3.0
3.0
3.0
3.0
